,ID,SEQUENCE,POS,PROJECT,FILE
2132,2430,Has Key Or Array Index,VBZ NN CC NN NN,django,json.py
2133,2431,Case Insensitive Mixin,NN JJ NN,django,json.py
2134,2432,JSON Exact,NNP VBP,django,json.py
2135,2433,JSONI Contains,NNP VBZ,django,json.py
2136,2434,Key Transform,NN NN,django,json.py
2137,2435,Key Text Transform,NN NN NN,django,json.py
2138,2436,Key Transform Text Lookup Mixin,NN NN NN NN NN,django,json.py
2139,2437,Key Transform Is Null,NN NN VBZ JJ,django,json.py
2140,2438,Key Transform In,NN NN IN,django,json.py
2141,2439,Key Transform Exact,NN NN VBP,django,json.py
2142,2440,Key Transform I Exact,NN NN PRP VBZ,django,json.py
2143,2441,Key Transform I Contains,NN NN PRP VBZ,django,json.py
2144,2442,Key Transform Starts With,NN NN VBZ IN,django,json.py
2145,2443,Key Transform I Starts With,NN NN PRP VBZ IN,django,json.py
2146,2444,Key Transform Ends With,NN NN VBZ IN,django,json.py
2147,2445,Key Transform I Ends With,NN NN PRP VBZ IN,django,json.py
2148,2446,Key Transform Regex,NN NN NNP,django,json.py
2149,2447,Key Transform I Regex,NN NN PRP NNP,django,json.py
2150,2448,Key Transform Numeric Lookup Mixin,NN NN JJ NN NN,django,json.py
2151,2449,Key Transform Lt,NN NN NNP,django,json.py
2152,2450,Key Transform Lte,NN NN NNP,django,json.py
2153,2451,Key Transform Gt,NN NN NNP,django,json.py
2154,2452,Key Transform Gte,NN NN NNP,django,json.py
2155,2453,Key Transform Factory,NN NN NN,django,json.py
2156,2454,Order Wrt,NN NNP,django,proxy.py
2157,2455,Field File,NN NN,django,files.py
2158,2456,File Descriptor,NN NN,django,files.py
2159,2457,File Field,NN NN,django,files.py
2160,2458,Image File Descriptor,NN NN NN,django,files.py
2161,2459,Image Field File,NN NN NN,django,files.py
2162,2460,Image Field,NN NN,django,files.py
2163,2461,Field Cache Mixin,NN NN NN,django,mixins.py
2164,2462,Check Field Default Mixin,VB NN JJ NN,django,mixins.py
2165,2463,Related Field,JJ NN,django,related.py
2166,2464,Foreign Object,JJ NN,django,related.py
2167,2465,Foreign Key,JJ NN,django,related.py
2168,2466,One To One Field,CD IN CD NN,django,related.py
2169,2467,Many To Many Field,JJ IN JJ NN,django,related.py
2170,2468,Generated Field,VBN NN,django,generated.py
2171,2469,Foreign Object Rel,JJ NN NNP,django,reverse_related.py
2172,2470,Many To One Rel,JJ IN CD NNP,django,reverse_related.py
2173,2471,One To One Rel,CD IN CD NNP,django,reverse_related.py
2174,2472,Many To Many Rel,JJ IN JJ NNP,django,reverse_related.py
2175,2474,NOT PROVIDED,RB VBN,django,__init__.py
2176,2475,Field,NN,django,__init__.py
2177,2476,Boolean Field,NN NN,django,__init__.py
2178,2477,Char Field,NN NN,django,__init__.py
2179,2478,Comma Separated Integer Field,NN VBN NN NN,django,__init__.py
2180,2479,Date Time Check Mixin,NN NN NN NN,django,__init__.py
2181,2480,Date Field,NN NN,django,__init__.py
2182,2481,Date Time Field,NN NN NN,django,__init__.py
2183,2482,Decimal Field,JJ NN,django,__init__.py
2184,2483,Duration Field,NN NN,django,__init__.py
2185,2484,Email Field,NN NN,django,__init__.py
2186,2485,File Path Field,NN NN NN,django,__init__.py
2187,2486,Float Field,NN NN,django,__init__.py
2188,2487,Integer Field,NN NN,django,__init__.py
2189,2488,Big Integer Field,JJ NN NN,django,__init__.py
2190,2489,Small Integer Field,JJ NN NN,django,__init__.py
2191,2490,IP Address Field,NNP NN NN,django,__init__.py
2192,2491,Generic IP Address Field,JJ NNP NN NN,django,__init__.py
2193,2492,Null Boolean Field,JJ NN NN,django,__init__.py
2194,2493,Positive Integer Rel Db Type Mixin,JJ NN NNP NNP NN NN,django,__init__.py
2195,2494,Positive Big Integer Field,JJ JJ NN NN,django,__init__.py
2196,2495,Positive Integer Field,JJ NN NN,django,__init__.py
2197,2496,Positive Small Integer Field,JJ JJ NN NN,django,__init__.py
2198,2497,Slug Field,NN NN,django,__init__.py
2199,2498,Text Field,NN NN,django,__init__.py
2200,2499,Time Field,NN NN,django,__init__.py
2201,2500,URL Field,NNP NN,django,__init__.py
2202,2501,Binary Field,JJ NN,django,__init__.py
2203,2502,UUID Field,NNP NN,django,__init__.py
2204,2503,Auto Field Mixin,JJ NN NN,django,__init__.py
2205,2504,Auto Field Meta,JJ NN NN,django,__init__.py
2206,2505,Auto Field,JJ NN,django,__init__.py
2207,2506,Big Auto Field,JJ JJ NN,django,__init__.py
2208,2507,Small Auto Field,JJ JJ NN,django,__init__.py
2209,2508,Foreign Key Deferred Attribute,JJ NN JJ NN,django,related_descriptors.py
2210,2509,Forward Many To One Descriptor,JJ JJ TO CD NN,django,related_descriptors.py
2211,2510,Forward One To One Descriptor,JJ CD TO CD NN,django,related_descriptors.py
2212,2511,Reverse One To One Descriptor,JJ CD TO CD NN,django,related_descriptors.py
2213,2512,Reverse Many To One Descriptor,JJ JJ IN CD NN,django,related_descriptors.py
2214,2513,Related Manager,JJ NN,django,related_descriptors.py
2215,2514,Many To Many Descriptor,JJ IN JJ NN,django,related_descriptors.py
2216,2515,Many Related Manager,JJ JJ NN,django,related_descriptors.py
2217,2516,Reference,NN,django,ddl_references.py
2218,2517,Table,NN,django,ddl_references.py
2219,2518,Table Columns,NN NNS,django,ddl_references.py
2220,2519,Columns,NNS,django,ddl_references.py
2221,2520,Index Name,NN NN,django,ddl_references.py
2222,2521,Index Columns,NN NNS,django,ddl_references.py
2223,2522,Foreign Key Name,JJ NN NN,django,ddl_references.py
2224,2523,Statement,NN,django,ddl_references.py
2225,2524,Expressions,NNS,django,ddl_references.py
2226,2525,Cursor Wrapper,NN NN,django,utils.py
2227,2526,Cursor Debug Wrapper,NN VB NN,django,utils.py
2228,2527,Database Creation,NN NN,django,creation.py
2229,2528,Database Features,NN NNS,django,features.py
2230,2529,Flexible Field Lookup Dict,JJ NN NN NN,django,introspection.py
2231,2530,Database Introspection,NN NN,django,introspection.py
2232,2531,List Aggregate,NN NN,django,_functions.py
2233,2532,Std Dev Pop,NN NN NN,django,_functions.py
2234,2533,Std Dev Samp,NN NN NN,django,_functions.py
2235,2534,Var Pop,NN NN,django,_functions.py
2236,2535,Var Samp,NN NN,django,_functions.py
2237,2536,Database Operations,NN NNS,django,operations.py
2238,2537,Database Wrapper,NN NN,django,base.py
2239,2538,SQ Lite Cursor Wrapper,NNP JJ NN NN,django,base.py
2240,2539,Database Client,NN NN,django,client.py
2241,2540,Database Schema Editor,NN NN NN,django,schema.py
2242,2544,Interval To Seconds,NN TO NNPS,django,functions.py
2243,2545,Seconds To Interval,NNS TO NN,django,functions.py
2244,2547,Uninitialized Operators Descriptor,JJ NNS NN,django,base.py
2245,2549,Oracle Param,NNP NN,django,base.py
2246,2550,Variable Wrapper,JJ NN,django,base.py
2247,2551,Format Style Placeholder Cursor,NN NN NN NN,django,base.py
2248,2552,Database Validation,NN NN,django,validation.py
2249,2555,Insert Var,VB NN,django,utils.py
2250,2556,Oracle datetime,NNP NN,django,utils.py
2251,2557,Bulk Insert Mapper,JJ NN NN,django,utils.py
2252,2558,Base Database Creation,JJ NN NN,django,creation.py
2253,2559,Base Database Features,JJ NN NNS,django,features.py
2254,2560,Base Database Introspection,JJ NN NN,django,introspection.py
2255,2561,Base Database Operations,JJ NN NNS,django,operations.py
2256,2562,Base Database Wrapper,JJ NN NN,django,base.py
2257,2563,Base Database Validation,JJ NN NN,django,validation.py
2258,2564,Base Database Client,JJ NN NN,django,client.py
2259,2565,Base Database Schema Editor,JJ NN NN NN,django,schema.py
2260,2566,Dummy Database Features,JJ NN NNS,django,features.py
2261,2588,Base Tz Loader,JJ NNP NN,django,psycopg_any.py
2262,2589,Specific Tz Loader,JJ NN NN,django,psycopg_any.py
2263,2590,Django Range Dumper,NNP NN NN,django,psycopg_any.py
2264,2591,Isolation Level,NN NN,django,psycopg_any.py
2265,2592,Jsonb,NNP,django,psycopg_any.py
2266,2596,Cursor Mixin,NN NN,django,base.py
2267,2597,Server Binding Cursor,NN NN NN,django,base.py
2268,2598,Cursor,NN,django,base.py
2269,2599,Server Side Cursor,NN NN NN,django,base.py
2270,2605,Dummy Node,JJ NN,django,graph.py
2271,2606,Migration Graph,NN NN,django,graph.py
2272,2607,Operation Writer,NN NN,django,writer.py
2273,2608,Migration Writer,NN NN,django,writer.py
2274,2609,Migration Recorder,NN NN,django,recorder.py
2275,2610,Migration,NN,django,recorder.py
2276,2611,Meta,NNP,django,recorder.py
2277,2612,Ambiguity Error,NN NN,django,exceptions.py
2278,2613,Bad Migration Error,JJ NN NN,django,exceptions.py
2279,2614,Circular Dependency Error,JJ NN NN,django,exceptions.py
2280,2615,Inconsistent Migration History,JJ NN NN,django,exceptions.py
2281,2616,Invalid Bases Error,JJ NNS NN,django,exceptions.py
2282,2617,Irreversible Error,JJ NN,django,exceptions.py
2283,2618,Node Not Found Error,NN RB VBN NN,django,exceptions.py
2284,2619,Migration Schema Missing,NN NN VBG,django,exceptions.py
2285,2620,Invalid Migration Plan,JJ NN NN,django,exceptions.py
2286,2621,Migration Executor,NN NN,django,executor.py
2287,2622,Project State,NN NN,django,state.py
2288,2623,App Config Stub,NN NN NN,django,state.py
2289,2624,State Apps,NN NNS,django,state.py
2290,2626,Migration Loader,NN NN,django,loader.py
2291,2627,Migration Questioner,NN NN,django,questioner.py
2292,2628,Interactive Migration Questioner,JJ NN NN,django,questioner.py
2293,2629,Non Interactive Migration Questioner,RB JJ NN NN,django,questioner.py
2294,2630,Operation Dependency,NN NN,django,autodetector.py
2295,2631,Type,NN,django,autodetector.py
2296,2632,Migration Autodetector,VB NNP,django,autodetector.py
2297,2633,Base Serializer,JJ NN,django,serializer.py
2298,2634,Base Sequence Serializer,JJ NN NN,django,serializer.py
2299,2635,Base Unordered Sequence Serializer,JJ JJ NN NN,django,serializer.py
2300,2636,Base Simple Serializer,JJ JJ NN,django,serializer.py
2301,2637,Choices Serializer,NNS NN,django,serializer.py
2302,2638,Date Time Serializer,NN NN NN,django,serializer.py
2303,2639,Datetime Datetime Serializer,NN NN NN,django,serializer.py
2304,2640,Decimal Serializer,JJ NN,django,serializer.py
2305,2641,Deconstructable Serializer,JJ NN,django,serializer.py
2306,2642,Dictionary Serializer,NN NN,django,serializer.py
2307,2643,Enum Serializer,NN NN,django,serializer.py
2308,2644,Float Serializer,NN NN,django,serializer.py
2309,2645,Frozen set Serializer,JJ NN NN,django,serializer.py
2310,2646,Function Type Serializer,NN NN NN,django,serializer.py
2311,2647,Functools Partial Serializer,NNS JJ NN,django,serializer.py
2312,2648,Iterable Serializer,JJ NN,django,serializer.py
2313,2649,Model Field Serializer,NN NN NN,django,serializer.py
2314,2650,Model Manager Serializer,NN NN NN,django,serializer.py
2315,2651,Operation Serializer,NN NN,django,serializer.py
2316,2652,Path Like Serializer,NN IN NN,django,serializer.py
2317,2653,Path Serializer,NN NN,django,serializer.py
2318,2654,Regex Serializer,NNP NN,django,serializer.py
2319,2655,Sequence Serializer,NN NN,django,serializer.py
2320,2656,Set Serializer,NN NN,django,serializer.py
2321,2657,Settings Reference Serializer,NNS NN NN,django,serializer.py
2322,2658,Tuple Serializer,NN NN,django,serializer.py
2323,2659,Type Serializer,NN NN,django,serializer.py
2324,2660,UUID Serializer,NNP NN,django,serializer.py
2325,2661,Serializer,NN,django,serializer.py
2326,2663,Swappable Tuple,JJ NN,django,migration.py
2327,2664,Regex Object,NNP NN,django,utils.py
2328,2665,Migration Optimizer,NN NN,django,optimizer.py
2329,2666,Field Operation,NN NN,django,fields.py
2330,2667,Add Field,VB NN,django,fields.py
2331,2668,Remove Field,VB NN,django,fields.py
2332,2669,Alter Field,VB NN,django,fields.py
2333,2670,Rename Field,VB NN,django,fields.py
2334,2671,Separate Database And State,VB NN CC NN,django,special.py
2335,2672,Run SQL,VB NNP,django,special.py
2336,2673,Run Python,VB NNP,django,special.py
2337,2674,Operation Category,NN NN,django,base.py
2338,2676,Model Operation,NN NN,django,models.py
2339,2677,Create Model,VB NN,django,models.py
2340,2678,Delete Model,VB NN,django,models.py
2341,2679,Rename Model,VB NN,django,models.py
2342,2680,Model Option Operation,NN NN NN,django,models.py
2343,2681,Alter Model Table,VB NN NN,django,models.py
2344,2682,Alter Model Table Comment,VB NN NN NN,django,models.py
2345,2683,Alter Together Option Operation,VB RB NN NN,django,models.py
2346,2684,Alter Unique Together,VB NN RB,django,models.py
2347,2685,Alter Index Together,VB NN RB,django,models.py
2348,2686,Alter Order With Respect To,VB NN IN NN TO,django,models.py
2349,2687,Alter Model Options,VB NN NNS,django,models.py
2350,2688,Alter Model Managers,VB NN NNS,django,models.py
2351,2689,Index Operation,NN NN,django,models.py
2352,2690,Add Index,VB NN,django,models.py
2353,2691,Remove Index,VB NN,django,models.py
2354,2692,Rename Index,VB NN,django,models.py
2355,2693,Add Constraint,VB NN,django,models.py
2356,2694,Remove Constraint,VB NN,django,models.py
2357,2695,Unordered Object List Warning,JJ NN NN NN,django,paginator.py
2358,2696,Invalid Page,JJ NN,django,paginator.py
2359,2697,Page Not An Integer,NN RB DT NN,django,paginator.py
2360,2698,Empty Page,JJ NN,django,paginator.py
2361,2699,Paginator,NN,django,paginator.py
2362,2700,Page,NN,django,paginator.py
2363,2701,Field Does Not Exist,NN VBZ RB VBP,django,exceptions.py
2364,2702,App Registry Not Ready,NN NN RB JJ,django,exceptions.py
2365,2703,Object Does Not Exist,NN VBZ RB VBP,django,exceptions.py
2366,2704,Multiple Objects Returned,JJ NNS VBN,django,exceptions.py
2367,2705,Suspicious Operation,JJ NN,django,exceptions.py
2368,2706,Suspicious Multipart Form,JJ JJ NN,django,exceptions.py
2369,2707,Suspicious File Operation,JJ NN NN,django,exceptions.py
2370,2708,Disallowed Host,VBN NN,django,exceptions.py
2371,2709,Disallowed Redirect,VBN NN,django,exceptions.py
2372,2710,Too Many Fields Sent,RB JJ NNS VBN,django,exceptions.py
2373,2711,Too Many Files Sent,RB JJ NNS VBN,django,exceptions.py
2374,2712,Request Data Too Big,VB NN RB JJ,django,exceptions.py
2375,2713,Request Aborted,NN VBN,django,exceptions.py
2376,2714,Bad Request,JJ NN,django,exceptions.py
2377,2715,Permission Denied,NN VBN,django,exceptions.py
2378,2716,View Does Not Exist,NN VBZ RB VBP,django,exceptions.py
2379,2717,Middleware Not Used,NN RB VBN,django,exceptions.py
2380,2718,Improperly Configured,RB VBN,django,exceptions.py
2381,2719,Field Error,NN NN,django,exceptions.py
2382,2720,Validation Error,NN NN,django,exceptions.py
2383,2721,Empty Result Set,JJ NN NN,django,exceptions.py
2384,2722,Full Result Set,JJ NN NN,django,exceptions.py
2385,2723,Synchronous Only Operation,JJ RB NN,django,exceptions.py
2386,2724,Regex Validator,NNP NN,django,validators.py
2387,2725,URL Validator,NNP NN,django,validators.py
2388,2726,Email Validator,NN NN,django,validators.py
2389,2727,Base Validator,JJ NN,django,validators.py
2390,2728,Max Value Validator,JJ NN NN,django,validators.py
2391,2729,Min Value Validator,JJ NN NN,django,validators.py
2392,2730,Step Value Validator,NN NN NN,django,validators.py
2393,2731,Min Length Validator,JJ NN NN,django,validators.py
2394,2732,Max Length Validator,JJ NN NN,django,validators.py
2395,2733,Decimal Validator,JJ NN,django,validators.py
2396,2734,File Extension Validator,NN NN NN,django,validators.py
2397,2735,Prohibit Null Characters Validator,VB JJ NNS NN,django,validators.py
2398,2736,Bad Signature,JJ NN,django,signing.py
2399,2737,Signature Expired,NN JJ,django,signing.py
2400,2738,JSON Serializer,NNP NN,django,signing.py
2401,2739,Signer,NN,django,signing.py
2402,2740,Timestamp Signer,NN NN,django,signing.py
2403,2742,Deserializer,NN,django,xml_serializer.py
2404,2743,Def used Expat Parser,VB JJ NN NN,django,xml_serializer.py
2405,2744,Def used Xml Exception,VB JJ NNP NN,django,xml_serializer.py
2406,2745,DTD Forbidden,NNP VBN,django,xml_serializer.py
2407,2746,Entities Forbidden,NNS VBN,django,xml_serializer.py
2408,2747,External Reference Forbidden,JJ NN VBN,django,xml_serializer.py
2409,2749,Django JSON Encoder,NNP NNP NN,django,json.py
2410,2750,Django Safe Dumper,NNP JJ NN,django,pyyaml.py
2411,2753,Serializer Does Not Exist,NN VBZ RB VBP,django,base.py
2412,2754,Serialization Error,NN NN,django,base.py
2413,2755,Deserialization Error,NN NN,django,base.py
2414,2756,M 2 M Deserialization Error,FW CD FW NN NN,django,base.py
2415,2757,Progress Bar,NN NN,django,base.py
2416,2760,Deserialized Object,VBN NN,django,base.py
2417,2762,Bad Serializer,JJ NN,django,__init__.py
2418,2763,Bad Header Error,JJ NN NN,django,message.py
2419,2764,MIME Mixin,NNP NN,django,message.py
2420,2765,Safe MIME Message,JJ NNP NN,django,message.py
2421,2766,Safe MIME Text,JJ NNP NN,django,message.py
2422,2767,Safe MIME Multipart,JJ NNP NN,django,message.py
2423,2768,Email Message,NN NN,django,message.py
2424,2769,Email Multi Alternatives,NN JJ NNS,django,message.py
2425,2770,Cached Dns Name,VBN NNP NN,django,utils.py
2426,2771,Email Backend,NN NN,django,dummy.py
2427,2775,Base Email Backend,JJ NN NN,django,base.py
2428,2777,WSGI Server,NNP NN,django,basehttp.py
2429,2778,Threaded WSGI Server,VBN NNP NN,django,basehttp.py
2430,2779,Server Handler,NN NN,django,basehttp.py
2431,2780,WSGI Request Handler,NNP NN NN,django,basehttp.py
2432,2781,ASGI Request,NNP NN,django,asgi.py
2433,2782,ASGI Handler,NNP NN,django,asgi.py
2434,2783,Limited Stream,JJ NN,django,wsgi.py
2435,2784,WSGI Request,NNP NN,django,wsgi.py
2436,2785,WSGI Handler,NNP NN,django,wsgi.py
2437,2786,Base Handler,JJ NN,django,base.py
2438,2787,Uploaded File,VBN NN,django,uploadedfile.py
2439,2788,Temporary Uploaded File,JJ VBN NN,django,uploadedfile.py
2440,2789,In Memory Uploaded File,IN NN VBN NN,django,uploadedfile.py
2441,2790,Simple Uploaded File,JJ VBN NN,django,uploadedfile.py
2442,2791,Image File,NN NN,django,images.py
2443,2792,File,NN,django,base.py
2444,2793,Content File,NN NN,django,base.py
2445,2794,Temporary File,JJ NN,django,temp.py
2446,2795,OFFSET,NN,django,locks.py
2447,2796,OFFSET UNION,NN NNP,django,locks.py
2448,2797,OVERLAPPED,JJ,django,locks.py
2449,2798,File Proxy Mixin,NN NN NN,django,utils.py
2450,2799,Upload File Exception,VB NN NN,django,uploadhandler.py
2451,2800,Stop Upload,VB NN,django,uploadhandler.py
2452,2801,Skip File,VB NN,django,uploadhandler.py
2453,2802,Stop Future Handlers,VB JJ NNS,django,uploadhandler.py
2454,2803,File Upload Handler,NN NN NN,django,uploadhandler.py
2455,2804,Temporary File Upload Handler,JJ NN NN NN,django,uploadhandler.py
2456,2805,Memory File Upload Handler,NN NN NN NN,django,uploadhandler.py
2457,2806,Timing Mixin,NN NN,django,memory.py
2458,2807,In Memory File Node,IN NN NN NN,django,memory.py
2459,2808,In Memory Dir Node,IN NN NN NN,django,memory.py
2460,2809,In Memory Storage,IN NN NN,django,memory.py
2461,2810,Invalid Storage Error,JJ NN NN,django,handler.py
2462,2811,Storage Handler,NN NN,django,handler.py
2463,2812,Storage Settings Mixin,NN NNS NN,django,mixins.py
2464,2813,Storage,NN,django,base.py
2465,2814,File System Storage,NN NN NN,django,filesystem.py
2466,2815,Default Storage,JJ NN,django,__init__.py
2467,2816,Template Command,NN NN,django,templates.py
2468,2817,Command Error,NN NN,django,base.py
2469,2818,System Check Error,NN NN NN,django,base.py
2470,2819,Command Parser,NN NN,django,base.py
2471,2820,Django Help Formatter,NNP NN NN,django,base.py
2472,2821,Output Wrapper,NN NN,django,base.py
2473,2822,Base Command,JJ NN,django,base.py
2474,2823,App Command,NN NN,django,base.py
2475,2824,Label Command,NN NN,django,base.py
2476,2825,Management Utility,NN NN,django,__init__.py
2477,2826,Style,NN,django,color.py
2478,2827,Command,NN,django,startapp.py
2479,2832,Translatable File,JJ NN,django,makemessages.py
2480,2833,Build File,VB NN,django,makemessages.py
2481,2838,Proxy Model Warning,NN NN NN,django,dumpdata.py
2482,2851,Single Zip Reader,JJ NNP NN,django,loaddata.py
2483,2856,Tags,NNS,django,registry.py
2484,2857,Check Registry,VB NN,django,registry.py
2485,2858,Check Message,VB NN,django,messages.py
2486,2859,Debug,VB,django,messages.py
2487,2860,Info,NN,django,messages.py
2488,2861,Warning,NN,django,messages.py
2489,2863,Critical,JJ,django,messages.py
2490,2864,Cache Handler,NN NN,django,__init__.py
2491,2865,Dummy Cache,JJ NN,django,dummy.py
2492,2866,Redis Serializer,NNP NN,django,redis.py
2493,2867,Redis Cache Client,NNP NN NN,django,redis.py
2494,2868,Redis Cache,NNP NN,django,redis.py
2495,2869,Loc Mem Cache,NNP NN NN,django,locmem.py
2496,2870,File Based Cache,NN JJ NN,django,filebased.py
2497,2871,Invalid Cache Backend Error,JJ NN NN NN,django,base.py
2498,2872,Cache Key Warning,NN NN NN,django,base.py
2499,2873,Invalid Cache Key,JJ NN NN,django,base.py
2500,2874,Base Cache,JJ NN,django,base.py
2501,2876,Base Database Cache,NN NN NN,django,db.py
2502,2877,Cache Entry,NN NN,django,db.py
2503,2878,Database Cache,NN NN,django,db.py
2504,2879,Base Mem cached Cache,JJ NN VBN NN,django,memcached.py
2505,2880,Py Lib MC Cache,NNP NN NNP NN,django,memcached.py
2506,2881,Py Mem cache Cache,NNP NN NN NN,django,memcached.py
2507,2882,Static Files Handler Mixin,JJ NNS NN NN,django,handlers.py
2508,2884,ASGI Static Files Handler,NNP JJ NNS NN,django,handlers.py
2509,2885,Static Live Server Test Case,JJ JJ NN NN NN,django,testing.py
2510,2886,Base Finder,JJ NN,django,finders.py
2511,2887,File System Finder,NN NN NN,django,finders.py
2512,2888,App Directories Finder,NN NNS NNP,django,finders.py
2513,2889,Base Storage Finder,JJ NN NN,django,finders.py
2514,2890,Default Storage Finder,JJ NN NN,django,finders.py
2515,2891,Static Files Storage,JJ NNS NN,django,storage.py
2516,2892,Hashed Files Mixin,VBN NNS NN,django,storage.py
2517,2893,Manifest Files Mixin,VB NNS NN,django,storage.py
2518,2894,Manifest Static Files Storage,VB JJ NNS NN,django,storage.py
2519,2895,Configured Storage,JJ NN,django,storage.py
2520,2896,Static Files Config,JJ NNS NN,django,apps.py
2521,2900,Flat Page Admin,JJ NN NN,django,admin.py
2522,2901,Flatpage Form,NNP NN,django,forms.py
2523,2903,Flatpage Fallback Middleware,NNP JJ NN,django,middleware.py
2524,2904,Flat Pages Config,JJ NNS NN,django,apps.py
2525,2905,Flat Page,JJ NN,django,models.py
2526,2907,Flat Page Sitemap,JJ NN NN,django,sitemaps.py
2527,2908,Flatpage Node,NNP NN,django,flatpages.py
2528,2910,Minimum Length Validator,JJ NN NN,django,password_validation.py
2529,2911,User Attribute Similarity Validator,NN NN NN NN,django,password_validation.py
2530,2912,Common Password Validator,JJ NN NN,django,password_validation.py
2531,2913,Numeric Password Validator,JJ NN NN,django,password_validation.py
2532,2914,Base User Manager,JJ NN NN,django,base_user.py
2533,2915,Abstract Base User,JJ JJ NN,django,base_user.py
2534,2917,Perm Lookup Dict,NNP NN NN,django,context_processors.py
2535,2918,Perm Wrapper,NNP NNP,django,context_processors.py
2536,2919,Password Reset Token Generator,NN NN NN NN,django,tokens.py
2537,2920,Group Admin,NN NNP,django,admin.py
2538,2921,User Admin,NN NN,django,admin.py
2539,2922,ASCII Username Validator,NNP NN NN,django,validators.py
2540,2923,Unicode Username Validator,NNP NN NN,django,validators.py
2541,2924,Base Password Hasher,JJ NN NN,django,hashers.py
2542,2925,PBKDF 2 Password Hasher,NNP CD NN NN,django,hashers.py
2543,2926,PBKDF 2 SHA1 Password Hasher,NNP CD NNP NN NN,django,hashers.py
2544,2927,Argon 2 Password Hasher,NN CD NN NN,django,hashers.py
2545,2928,B Crypt SHA256 Password Hasher,FW NN NNP NN NN,django,hashers.py
2546,2929,B Crypt Password Hasher,FW NN NN NN,django,hashers.py
2547,2930,S crypt Password Hasher,FW NN NN NN,django,hashers.py
2548,2931,MD5 Password Hasher,NNP NN NN,django,hashers.py
2549,2932,Read Only Password Hash Widget,NN JJ NN NN NN,django,forms.py
2550,2933,Read Only Password Hash Field,NN JJ NN NN NN,django,forms.py
2551,2934,Username Field,NN NN,django,forms.py
2552,2935,Set Password Mixin,VB NN NN,django,forms.py
2553,2936,Base User Creation Form,JJ NN NN NN,django,forms.py
2554,2938,User Creation Form,NN NN NN,django,forms.py
2555,2939,User Change Form,NN NN NN,django,forms.py
2556,2941,Authentication Form,NN NN,django,forms.py
2557,2942,Password Reset Form,NN NN NN,django,forms.py
2558,2943,Set Password Form,VB NN NN,django,forms.py
2559,2944,Password Change Form,NN NN NN,django,forms.py
2560,2945,Admin Password Change Form,NN NN NN NN,django,forms.py
2561,2946,Authentication Middleware,NN NN,django,middleware.py
2562,2947,Remote User Middleware,JJ NN NN,django,middleware.py
2563,2948,Persistent Remote User Middleware,JJ JJ NN NN,django,middleware.py
2564,2949,Access Mixin,NN NN,django,mixins.py
2565,2950,Login Required Mixin,NN VBN NN,django,mixins.py
2566,2951,Permission Required Mixin,NN VBN NN,django,mixins.py
2567,2952,User Passes Test Mixin,NN NNS NN NN,django,mixins.py
2568,2953,Base Backend,JJ NN,django,backends.py
2569,2954,Model Backend,NN NN,django,backends.py
2570,2955,Allow All Users Model Backend,VB DT NNS NN NN,django,backends.py
2571,2956,Remote User Backend,JJ NN NN,django,backends.py
2572,2957,Allow All Users Remote User Backend,VB DT NNS JJ NN NN,django,backends.py
2573,2958,Redirect URL Mixin,VB NNP NN,django,views.py
2574,2959,Login View,NN NN,django,views.py
2575,2960,Logout View,NN NN,django,views.py
2576,2961,Password Context Mixin,NN NN NN,django,views.py
2577,2962,Password Reset View,NN NN NN,django,views.py
2578,2963,Password Reset Done View,NN NN VBN NN,django,views.py
2579,2964,Password Reset Confirm View,NN NN VB NN,django,views.py
2580,2965,Password Reset Complete View,NN NN VB NN,django,views.py
2581,2966,Password Change View,NN NN NN,django,views.py
2582,2967,Password Change Done View,NN NN VBN NN,django,views.py
2583,2968,Auth Config,NN NN,django,apps.py
2584,2969,Permission Manager,NN NN,django,models.py
2585,2970,Permission,NN,django,models.py
2586,2972,Group Manager,NN NN,django,models.py
2587,2973,Group,NN,django,models.py
2588,2975,User Manager,NN NN,django,models.py
2589,2976,Permissions Mixin,NNS NN,django,models.py
2590,2978,Abstract User,JJ NN,django,models.py
2591,2980,User,NN,django,models.py
2592,2982,Anonymous User,JJ NN,django,models.py
2593,2996,Not Running In TTY Exception,RB VBG IN NNP NN,django,createsuperuser.py
2594,2998,Message Failure,NN NN,django,api.py
2595,2999,Messages Test Mixin,NNS NN NN,django,test.py
