,ID,TYPE,DECLARATION,PROJECT,FILE
2822,2822,void,"projectSucceeded(ExecutionEvent event)
",maven,"DefaultExceptionHandler.java
"
2823,2823,void,"projectFailed(ExecutionEvent event)
",maven,"DefaultExceptionHandler.java
"
2824,2824,void,"mojoSkipped(ExecutionEvent event)
",maven,"DefaultExceptionHandler.java
"
2825,2825,void,"mojoStarted(ExecutionEvent event)
",maven,"DefaultExceptionHandler.java
"
2826,2826,void,"mojoSucceeded(ExecutionEvent event)
",maven,"DefaultExceptionHandler.java
"
2827,2827,void,"mojoFailed(ExecutionEvent event)
",maven,"DefaultExceptionHandler.java
"
2828,2828,void,"forkStarted(ExecutionEvent event)
",maven,"DefaultExceptionHandler.java
"
2829,2829,void,"forkSucceeded(ExecutionEvent event)
",maven,"DefaultExceptionHandler.java
"
2830,2830,void,"forkFailed(ExecutionEvent event)
",maven,"DefaultExceptionHandler.java
"
2831,2831,void,"forkedProjectStarted(ExecutionEvent event)
",maven,"DefaultExceptionHandler.java
"
2832,2832,void,"forkedProjectSucceeded(ExecutionEvent event)
",maven,"DefaultExceptionHandler.java
"
2833,2833,void,"forkedProjectFailed(ExecutionEvent event)
",maven,"DefaultExceptionHandler.java
"
2834,2834,MavenExecutionRequest,"copy(MavenExecutionRequest original)
",maven,"DefaultExceptionHandler.java
"
2835,2835,String,"getBaseDirectory()
",maven,"DefaultExceptionHandler.java
"
2837,2837,File,"getLocalRepositoryPath()
",maven,"DefaultExceptionHandler.java
"
2838,2838,List<String>,"getGoals()
",maven,"DefaultExceptionHandler.java
"
2839,2839,Properties,"getSystemProperties()
",maven,"DefaultExceptionHandler.java
"
2840,2840,Properties,"getUserProperties()
",maven,"DefaultExceptionHandler.java
"
2842,2842,String,"getReactorFailureBehavior()
",maven,"DefaultExceptionHandler.java
"
2845,2845,boolean,"isResume()
",maven,"DefaultExceptionHandler.java
"
2846,2846,String,"getResumeFrom()
",maven,"DefaultExceptionHandler.java
"
2847,2847,String,"getMakeBehavior()
",maven,"DefaultExceptionHandler.java
"
2849,2849,boolean,"isShowErrors()
",maven,"DefaultExceptionHandler.java
"
2851,2851,MavenExecutionRequest,"setActiveProfiles(List<String> activeProfiles)
",maven,"DefaultExceptionHandler.java
"
2852,2852,MavenExecutionRequest,"setInactiveProfiles(List<String> inactiveProfiles)
",maven,"DefaultExceptionHandler.java
"
2853,2853,ProjectActivation,"getProjectActivation()
",maven,"DefaultExceptionHandler.java
"
2854,2854,ProfileActivation,"getProfileActivation()
",maven,"DefaultExceptionHandler.java
"
2856,2856,MavenExecutionRequest,"setPluginArtifactRepositories(List<ArtifactRepository> pluginArtifactRepositories)
",maven,"DefaultExceptionHandler.java
"
2857,2857,void,"setProjectBuildingConfiguration(ProjectBuildingRequest projectBuildingConfiguration)
",maven,"DefaultExceptionHandler.java
"
2859,2859,List<String>,"getInactiveProfiles()
",maven,"DefaultExceptionHandler.java
"
2860,2860,TransferListener,"getTransferListener()
",maven,"DefaultExceptionHandler.java
"
2861,2861,int,"getLoggingLevel()
",maven,"DefaultExceptionHandler.java
"
2863,2863,boolean,"isUpdateSnapshots()
",maven,"DefaultExceptionHandler.java
"
2864,2864,boolean,"isNoSnapshotUpdates()
",maven,"DefaultExceptionHandler.java
"
2865,2865,String,"getGlobalChecksumPolicy()
",maven,"DefaultExceptionHandler.java
"
2866,2866,boolean,"isRecursive()
",maven,"DefaultExceptionHandler.java
"
2867,2867,MavenExecutionRequest,"setBaseDirectory(File basedir)
",maven,"DefaultExceptionHandler.java
"
2869,2869,MavenExecutionRequest,"setShowErrors(boolean showErrors)
",maven,"DefaultExceptionHandler.java
"
2870,2870,MavenExecutionRequest,"setGoals(List<String> goals)
",maven,"DefaultExceptionHandler.java
"
2872,2872,MavenExecutionRequest,"setLocalRepositoryPath(File localRepository)
",maven,"DefaultExceptionHandler.java
"
2874,2874,MavenExecutionRequest,"setSystemProperties(Properties properties)
",maven,"DefaultExceptionHandler.java
"
2875,2875,MavenExecutionRequest,"setUserProperties(Properties userProperties)
",maven,"DefaultExceptionHandler.java
"
2876,2876,MavenExecutionRequest,"setReactorFailureBehavior(String failureBehavior)
",maven,"DefaultExceptionHandler.java
"
2877,2877,MavenExecutionRequest,"setSelectedProjects(List<String> selectedProjects)
",maven,"DefaultExceptionHandler.java
"
2878,2878,MavenExecutionRequest,"setExcludedProjects(List<String> excludedProjects)
",maven,"DefaultExceptionHandler.java
"
2879,2879,MavenExecutionRequest,"setResume(boolean resume)
",maven,"DefaultExceptionHandler.java
"
2880,2880,MavenExecutionRequest,"setResumeFrom(String project)
",maven,"DefaultExceptionHandler.java
"
2881,2881,MavenExecutionRequest,"setMakeBehavior(String makeBehavior)
",maven,"DefaultExceptionHandler.java
"
2882,2882,MavenExecutionRequest,"addActiveProfile(String profile)
",maven,"DefaultExceptionHandler.java
"
2883,2883,MavenExecutionRequest,"addInactiveProfile(String profile)
",maven,"DefaultExceptionHandler.java
"
2884,2884,MavenExecutionRequest,"addActiveProfiles(List<String> profiles)
",maven,"DefaultExceptionHandler.java
"
2885,2885,MavenExecutionRequest,"addInactiveProfiles(List<String> profiles)
",maven,"DefaultExceptionHandler.java
"
2886,2886,MavenExecutionRequest,"setUseReactor(boolean reactorActive)
",maven,"DefaultExceptionHandler.java
"
2887,2887,boolean,"useReactor()
",maven,"DefaultExceptionHandler.java
"
2888,2888,MavenExecutionRequest,"setPomFile(String pomFilename)
",maven,"DefaultExceptionHandler.java
"
2890,2890,MavenExecutionRequest,"setInteractiveMode(boolean interactive)
",maven,"DefaultExceptionHandler.java
"
2891,2891,MavenExecutionRequest,"setTransferListener(TransferListener transferListener)
",maven,"DefaultExceptionHandler.java
"
2892,2892,MavenExecutionRequest,"setLoggingLevel(int loggingLevel)
",maven,"DefaultExceptionHandler.java
"
2894,2894,MavenExecutionRequest,"setUpdateSnapshots(boolean updateSnapshots)
",maven,"DefaultExceptionHandler.java
"
2895,2895,MavenExecutionRequest,"setNoSnapshotUpdates(boolean noSnapshotUpdates)
",maven,"DefaultExceptionHandler.java
"
2896,2896,MavenExecutionRequest,"setGlobalChecksumPolicy(String globalChecksumPolicy)
",maven,"DefaultExceptionHandler.java
"
2899,2899,MavenExecutionRequest,"addProxy(Proxy proxy)
",maven,"DefaultExceptionHandler.java
"
2902,2902,MavenExecutionRequest,"addServer(Server server)
",maven,"DefaultExceptionHandler.java
"
2905,2905,MavenExecutionRequest,"addMirror(Mirror mirror)
",maven,"DefaultExceptionHandler.java
"
2907,2907,MavenExecutionRequest,"setProfiles(List<Profile> profiles)
",maven,"DefaultExceptionHandler.java
"
2910,2910,MavenExecutionRequest,"addPluginGroup(String pluginGroup)
",maven,"DefaultExceptionHandler.java
"
2911,2911,MavenExecutionRequest,"addPluginGroups(List<String> pluginGroups)
",maven,"DefaultExceptionHandler.java
"
2912,2912,MavenExecutionRequest,"setRecursive(boolean recursive)
",maven,"DefaultExceptionHandler.java
"
2913,2913,boolean,"isProjectPresent()
",maven,"DefaultExceptionHandler.java
"
2914,2914,MavenExecutionRequest,"setProjectPresent(boolean projectPresent)
",maven,"DefaultExceptionHandler.java
"
2915,2915,File,"getUserSettingsFile()
",maven,"DefaultExceptionHandler.java
"
2916,2916,MavenExecutionRequest,"setUserSettingsFile(File userSettingsFile)
",maven,"DefaultExceptionHandler.java
"
2917,2917,File,"getGlobalSettingsFile()
",maven,"DefaultExceptionHandler.java
"
2918,2918,MavenExecutionRequest,"setGlobalSettingsFile(File globalSettingsFile)
",maven,"DefaultExceptionHandler.java
"
2919,2919,File,"getUserToolchainsFile()
",maven,"DefaultExceptionHandler.java
"
2920,2920,MavenExecutionRequest,"setUserToolchainsFile(File userToolchainsFile)
",maven,"DefaultExceptionHandler.java
"
2921,2921,File,"getGlobalToolchainsFile()
",maven,"DefaultExceptionHandler.java
"
2922,2922,MavenExecutionRequest,"setGlobalToolchainsFile(File globalToolchainsFile)
",maven,"DefaultExceptionHandler.java
"
2923,2923,MavenExecutionRequest,"addRemoteRepository(ArtifactRepository repository)
",maven,"DefaultExceptionHandler.java
"
2925,2925,MavenExecutionRequest,"addPluginArtifactRepository(ArtifactRepository repository)
",maven,"DefaultExceptionHandler.java
"
2926,2926,List<ArtifactRepository>,"getPluginArtifactRepositories()
",maven,"DefaultExceptionHandler.java
"
2927,2927,ProjectBuildingRequest,"getProjectBuildingRequest()
",maven,"DefaultExceptionHandler.java
"
2928,2928,MavenExecutionRequest,"addProfile(Profile profile)
",maven,"DefaultExceptionHandler.java
"
2929,2929,RepositoryCache,"getRepositoryCache()
",maven,"DefaultExceptionHandler.java
"
2930,2930,MavenExecutionRequest,"setRepositoryCache(RepositoryCache repositoryCache)
",maven,"DefaultExceptionHandler.java
"
2931,2931,ExecutionListener,"getExecutionListener()
",maven,"DefaultExceptionHandler.java
"
2932,2932,MavenExecutionRequest,"setExecutionListener(ExecutionListener executionListener)
",maven,"DefaultExceptionHandler.java
"
2933,2933,void,"setDegreeOfConcurrency(final int degreeOfConcurrency)
",maven,"DefaultExceptionHandler.java
"
2934,2934,int,"getDegreeOfConcurrency()
",maven,"DefaultExceptionHandler.java
"
2935,2935,WorkspaceReader,"getWorkspaceReader()
",maven,"DefaultExceptionHandler.java
"
2936,2936,MavenExecutionRequest,"setWorkspaceReader(WorkspaceReader workspaceReader)
",maven,"DefaultExceptionHandler.java
"
2937,2937,boolean,"isCacheTransferError()
",maven,"DefaultExceptionHandler.java
"
2938,2938,MavenExecutionRequest,"setCacheTransferError(boolean cacheTransferError)
",maven,"DefaultExceptionHandler.java
"
2939,2939,boolean,"isCacheNotFound()
",maven,"DefaultExceptionHandler.java
"
2940,2940,MavenExecutionRequest,"setCacheNotFound(boolean cacheNotFound)
",maven,"DefaultExceptionHandler.java
"
2941,2941,boolean,"isUseLegacyLocalRepository()
",maven,"DefaultExceptionHandler.java
"
2942,2942,MavenExecutionRequest,"setUseLegacyLocalRepository(boolean useLegacyLocalRepositoryManager)
",maven,"DefaultExceptionHandler.java
"
2943,2943,MavenExecutionRequest,"setBuilderId(String builderId)
",maven,"DefaultExceptionHandler.java
"
2944,2944,String,"getBuilderId()
",maven,"DefaultExceptionHandler.java
"
2945,2945,List<ToolchainModel>>,"getToolchains()
",maven,"DefaultExceptionHandler.java
"
2946,2946,MavenExecutionRequest,"setToolchains(Map<String, List<ToolchainModel>> toolchains)
",maven,"DefaultExceptionHandler.java
"
2947,2947,void,"setMultiModuleProjectDirectory(File directory)
",maven,"DefaultExceptionHandler.java
"
2948,2948,File,"getMultiModuleProjectDirectory()
",maven,"DefaultExceptionHandler.java
"
2949,2949,MavenExecutionRequest,"setEventSpyDispatcher(EventSpyDispatcher eventSpyDispatcher)
",maven,"DefaultExceptionHandler.java
"
2950,2950,EventSpyDispatcher,"getEventSpyDispatcher()
",maven,"DefaultExceptionHandler.java
"
2951,2951,Object>,"getData()
",maven,"DefaultExceptionHandler.java
"
2957,2957,void,"enter()
",maven,"DefaultExceptionHandler.java
"
2958,2958,ScopeState,"getScopeState()
",maven,"DefaultExceptionHandler.java
"
2959,2959,void,"exit() throws MojoExecutionException
",maven,"DefaultExceptionHandler.java
"
2960,2960,void,"seed(Class<T> clazz, Provider<T> value)
",maven,"DefaultExceptionHandler.java
"
2962,2962,Provider<T>,"scope(final Key<T> key, final Provider<T> unscoped)
",maven,"DefaultExceptionHandler.java
"
2963,2963,Provider<T>,"seededKeyProvider()
",maven,"DefaultExceptionHandler.java
"
2967,2967,Collection<WeakMojoExecutionListener>,"getProvidedListeners()
",maven,"DefaultExceptionHandler.java
"
