,SEQUENCE,POS,NLTK,CORENLP,OPENNLP,SPACY,FLAIR,STANZA
798,invalid buffer,JJ NN,JJ NN,JJ NN,JJ NN,NNP NN,JJ NN,JJ NN
799,no seek tell buffer,DT VB VB NN,DT NN NN NN,UH VB VB NN,NN VBP VB NN,DT NN NN NN,DT NN VB NN,DT VB VB NN
800,my text file reader,PRP$ NN NN NN,PRP$ NN NN NN,PRP$ NN NN NN,PRP$ NN NN NN,PRP$ NN NN NN,PRP$ NN NN NN,PRP$ NN NN NN
801,my c parser wrapper,PRP$ NNP NN NN,PRP$ NNS VBP IN,PRP$ NN NN NN,PRP$ NN NN NN,PRP$ NN NNP NN,PRP$ NN NN NN,PRP$ NN NN NN
802,test is na,VB VBZ NNP,NN VBZ JJ,NN VBZ TO,NN VBZ VBG,NN VBZ IN,NN VBZ FW,NN VBZ UH
803,test na obj,VB NNP NN,NN NN NN,NN TO NNP,VB TO VB,NN IN NNP,NN NN UH,NN TO NN
804,test lib missing,VB NN VBG,NN NN VBG,NN NN VBG,NN NN VBG,NNP NNP VBG,NN NN VBG,NN NN NN
805,test is valid na for d type,VB VBZ JJ NNP IN NN NN,NN VBZ JJ NN IN NN NN,NN VBZ JJ TO IN NN NN,NN VBZ JJ TO IN JJ NN,NN VBZ JJ IN IN DT NN,NN VBZ JJ UH IN NN NN,NN VBZ JJ TO IN NN NN
806,test numpy ead type,VB NNP NNP NN,NN NN NN NN,NN JJ NN NN,NN JJ NN NN,NN NNP NNP NN,NN JJ NN NN,NN NN NN NN
807,not tzd type,RB NNP NN,RB JJ NN,RB VB NN,RB JJ NN,RB NNP NN,RB XX NN,RB NN NN
808,my numeric d type,PRP$ JJ NN NN,PRP$ JJ NN NN,PRP$ JJ NN NN,PRP$ JJ NN NN,PRP$ JJ NN NN,PRP$ JJ NN NN,PRP$ JJ NN NN
809,mock numpy like array,VB NNP IN NN,NN NNS IN NN,JJ NN IN NN,JJ JJ IN NN,JJ NN IN NN,NN JJ UH NN,VB NN IN NN
810,not list like,RB NN IN,RB NN IN,RB NN UH,RB NN IN,RB VB IN,RB NN UH,RB NN UH
811,my data frame,PRP$ NN NN,PRP$ NNS NN,PRP$ NNS NN,PRP$ NNS NN,PRP$ NN NN,PRP$ NNS NN,PRP$ NNS NN
812,d type list,NN NN NN,NN NN NN,NN NN NN,VBN NN NN,DT NN NN,NN NN NN,NN NN NN
813,dict like,NN IN,NN IN,NN UH,NN IN,VB IN,NN UH,NN UH
814,hashable class,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,NNP NN,JJ NN
815,unhashable class 1,JJ NN CD,JJ NN CD,JJ NN CD,JJ NN CD,JJ NN CD,JJ NN CD,JJ NN CD
816,unhashable class 2,JJ NN CD,JJ NN CD,JJ NN CD,JJ NN CD,JJ NN CD,JJ NN CD,JJ NN CD
817,test inference,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
818,test type inference,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
819,dummy,JJ,NN,NN,NN,NNP,JJ,NN
820,test number scalar,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
821,test is scalar,VB VBZ NN,NN VBZ JJ,NN VBZ JJ,NN VBZ VBN,NN VBZ JJ,NN VBZ JJ,NN VBZ JJ
822,numeric,NN,JJ,JJ,JJ,JJ,JJ,JJ
823,test categorical d type,VB JJ NN NN,RB JJ NN NN,NN JJ NN NN,NN VB VBN NN,NN NNP XX NN,NN JJ NN NN,VB JJ NN NN
824,test datetime tzd type,VB NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NNP NNP NNP NN,NN NN NN NN,NN NN NN NN
825,test period d type,VB NN NN NN,NN NN NN NN,NN NN NN NN,NN NN VBD NN,NN NNP NN NN,NN NN NN NN,NN NN NN NN
826,test interval d type,VB NN NN NN,NN NN NN NN,NN NN NN NN,NN NN VBN NN,NN NN XX NN,NN NN NN NN,NN NN NN NN
827,test categorical d type parametrized,VB JJ NN NN VBN,RB JJ NN NN VBD,NN JJ NN NN VBN,NN VB VBN NN VBN,NN JJ NN NN VBN,NN JJ NN NN VBN,NN JJ NN NN VBN
828,test abc classes,VB NNP NNS,NN NN NNS,NN NN NNS,NN NN NNS,NNP NNP NNS,NN NN NNS,NN NN NNS
829,test data frame constructors,VB NNS NN NNS,NN NNS NN NNS,NN NNS NN NNS,NN NNS NN NNS,NN NNP NN NNS,NN NN NN NNS,NN NN NN NNS
830,dummy container,JJ NN,NN NN,JJ NN,JJ NN,JJ NN,JJ NN,NN NN
831,iter,NN,NN,NN,NN,NN,PRP,NNP
832,custom dict,JJ NN,NN NN,NN NN,NN NN,NNP NNP,NN NN,JJ NN
833,list,NN,NN,NN,NN,NN,NN,NN
834,datetime subclass,NN NN,NN NN,NN NN,NN NN,NNP NN,JJ NN,NN NN
835,test data frame constructor index inference,VB NNS NN NN NN NN,NN NNS NN NN NN NN,NN NNS NN NN NN NN,NN NNS NN NN NN NN,NN NNP NNP NN NN NN,NN NN NN NN NN NN,NN NNS NN NN NN NN
836,test data frame constructor with d type coercion,VB NNS NN NN IN NN NN NN,NN NNS NN NN IN JJ NN NN,NN NNS NN NN IN NN NN NN,NN NNS NN NN IN JJ NN NN,NN NNP NN NN IN DT NN NN,NN NN NN NN IN VBN NN NN,NN NN NN NN IN NN NN NN
837,test data frame constructor with datetime tz,VB NNS NN NN IN NN NNP,NN NNS NN NN IN NN NN,NN NNS NN NN IN NN NN,NN NNS NN NN IN NN NN,NN NNP NN NN IN NN NN,NN NN NN NN IN NN NN,NN NN NN NN IN NN NN
838,test from scalar,VB IN NN,NN IN NN,NN IN JJ,NN IN NN,NN IN JJ,NN IN NNP,NN IN NN
839,test allow non na no,VB VB RB NNP NNP,NN NN NN VBZ DT,NN VBP AFX TO DT,NN VB NN TO NN,NN VBP PRP IN DT,NN VB AFX UH UH,NN VB RB TO UH
840,test data frame nonunique indexes,VB NNS NN JJ NNS,NN NNS NN NN NNS,NN NNS NN JJ NNS,NN NNS NN NN NNS,NN NNP NN JJ NNS,NN NN NN JJ NNS,NN NNS NN JJ NNS
841,test data frame subclassing,VB NNS NN NN,NN NNS NN NN,NN NNS NN NN,NN NNS NN NN,NN NNP NN VBG,NN NN NN VBG,NN NNS NN NN
842,custom series,JJ NN,NN NN,NN NN,NN NN,NNP NNP,NN NN,JJ NN
843,custom data frame,JJ NNS NN,NN NNS NN,NN NNS NN,NN NNS NN,NNP NNP NN,NN NN NN,JJ NNS NN
844,my subclass with metadata,PRP$ NN IN NN,PRP$ NN IN NNS,PRP$ NN IN NN,PRP$ NN IN NNS,PRP$ NN IN NNP,PRP$ NN IN NN,PRP$ NN IN NN
845,simple data frame sub class,JJ NNS NN NN NN,NN NNS NN JJ NN,JJ NNS NN NN NN,JJ NNS NN NN NN,JJ NNS NN NN NN,JJ NN NN NN NN,JJ NNS NN NN NN
846,simple series sub class,JJ NN NN NN,JJ NN NN NN,JJ NN NN NN,JJ NN NN NN,JJ NN NN NN,JJ NN NN NN,JJ NN NN NN
847,test subclass without constructor,VB NN IN NN,NN NN IN NN,NN NN IN NN,NN NN IN NN,NN NN IN NN,NN NN IN NN,NN NN IN NN
848,dummy element,JJ NN,NN NN,JJ NN,JJ NN,JJ NN,JJ NN,NN NN
849,test frame comparisons,VB NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS
850,test frame flex comparisons,VB NN JJ NN,NN NN JJ NNS,NN NN JJ NNS,NN NN NN NNS,NN NNP JJ NNS,NN NN NN NNS,NN NN NN NNS
851,test frame flex arithmetic,VB NN JJ NN,NN NN JJ JJ,NN NN JJ NN,NN NN NN NN,NN NNP NNP NNP,NN NN NN NN,NN NN NN NN
852,test frame arithmetic,VB NN NN,NN NN JJ,NN NN NN,NN NN NN,NN NNP JJ,NN NN NN,NN NN NN
853,test frame arithmetic unsorted,VB NN NN JJ,NN NN JJ VBD,NN NN NN JJ,NN NN JJ JJ,NN NNP JJ JJ,NN NN NN JJ,NN NN NN JJ
854,test data frame alter axes,VB NNS NN VB NNS,NN NNS NN NN NNS,NN NNS NN VBP NNS,NN NNS NN VBP NNS,NN NNP NN NNP NNS,NN NN NN VBP NNS,NN NNS NN VB NNS
855,test data frame analytics,VB NNS NN NNS,NN NNS NN NNS,NN NNS NN NNS,NN NNS NN NNS,NN NNP NN NNS,NN NN NN NNS,NN NNS NN NN
856,test data frame reductions,VB NNS NN NNS,NN NNS NN NNS,NN NNS NN NNS,NN NNS NN NNS,NN NNP NN NNS,NN NN NN NNS,NN NNS NN NNS
857,test nuisance columns,VB NN NNS,NN NN NN,NN NN NNS,NN NN NNS,NN JJ NNS,NN NN NNS,NN NN NNS
858,test empty data frame reductions,VB JJ NNS NN NNS,NN NN NNS NN NNS,NN JJ NNS NN NNS,NN JJ NNS NN NNS,VB JJ NN NN NNS,NN JJ NN NN NNS,NN JJ NNS NN NNS
859,test as array,VB IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN
860,test data frame repr,VB NNS NN NN,NN NNS NN NN,NN NNS NN NN,NN NNS NN NN,NN NNP NN JJ,NN NN NN NN,NN NNS NN NN
861,test data frame logical operators,VB NNS NN JJ NNS,NN NNS NN JJ NNS,NN NNS NN JJ NNS,NN NNS NN JJ NNS,NN NNP NN JJ NNS,NN NN NN JJ NNS,NN NNS NN JJ NNS
862,test data frame validate,VB NNS NN VB,NN NNS NN NN,NN NNS NN VBP,NN NNS NN NN,NN NNP NN NN,NN NN NN VB,NN NNS NN NN
863,test data frame reshape,VB NNS NN VB,NN NNS NN NN,NN NNS NN VB,NN NNS NN NN,NN NNP NN NN,NN NN NN VBP,NN NNS NN NN
864,test stack unstack multi level,VB VB VB JJ NN,NN NN NN NN NN,NN NN JJ JJ NN,NN NN VB JJ NN,NN NNP NN JJ NN,NN NN NN JJ NN,NN NN JJ JJ NN
865,test data frame unary operators,VB NNS NN JJ NNS,NN NNS NN JJ NNS,NN NNS NN JJ NNS,NN NNS NN JJ NNS,NN NNP NN JJ NNS,NN NNS VBP JJ NNS,NN NNS NN NN NNS
866,test data frame block internals,VB NNS NN NN NNS,NN NNS NN NN NNS,NN NNS NN NN NNS,NN NNS NN NN NNS,NN NNP NN NN NNS,NN NN NN NN NNS,NN NNS NN NN NNS
867,test compat,VB NN,NN NN,NN NN,NN NN,NN NNP,NN NN,NN NN
868,test data frame eval,VB NNS NN NN,NN NNS NN NN,NN NNS NN NN,NN NNS NN NN,NN NNP NN NN,NN NN NN JJ,NN NNS NN NN
869,test data frame query with multi index,VB NNS NN NN IN JJ NN,NN NNS NN NN IN NN NN,NN NNS NN NN IN JJ NN,NN NNS NN NN IN JJ NN,NN NNP NN NN IN NNP NN,NN NN NN NN IN NN NN,NN NNS NN NN IN JJ NN
870,test data frame query num expr pandas,VB NNS NN NN NN NN NNP,NN NNS NN NN NN NN NN,NN NNS NN NN NN NN NNS,NN NNS NN NN NN NN NNS,NN NNP NN NNP NNP NN VBZ,NN NN NN NN UH JJ NNS,NN NNS NN NN NN NN NNS
871,my dense,PRP$ JJ,PRP$ NN,PRP$ JJ,PRP$ JJ,PRP$ JJ,PRP$ JJ,PRP$ JJ
872,my dropout,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN
873,my model,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN
874,activity regularization layer,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
875,custom callback,JJ NN,NN NN,NN NN,NN NN,NN NNP,NN NN,JJ NN
876,loss and error printing callback,NN CC NN NN NN,NN CC NN NN NN,NN CC NN NN NN,NN CC NN NN NN,NN CC NN NN NN,NN CC NN NN NN,NN CC NN NN NN
877,early stopping at min loss,JJ VBG IN JJ NN,RB VBG IN JJ NN,RB VBG IN NN NN,RB VBG IN NN NN,RB VBG IN NN NN,RB VBG IN NN NN,RB NN IN NN NN
878,custom learning rate scheduler,JJ NN NN NN,NN VBG NN NN,NN NN NN NN,NN VBG NN NN,NN NN NN NN,NN NN NN NN,JJ NN NN NN
879,linear,JJ,NN,JJ,NN,VB,JJ,NN
880,compute sum,VB NN,NN NN,VB NN,NN NN,NNP NN,NN NN,NN NN
881,mlp block,NNP NN,NN NN,NN NN,NN NN,NN NN,UH NN,NN NN
882,outer layer,JJ NN,NN NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
883,outer layer with kernel regularizer,JJ NN IN NN NN,NN NN IN NNS NN,JJ NN IN NN NN,JJ NN IN NN NN,JJ NN IN JJ NN,JJ NN IN NN NN,JJ NN IN NN NN
884,custom dropout,JJ NN,NN NN,NN NN,NN NN,NN NN,NN NN,JJ NN
885,sampling,NN,VBG,NN,VBG,VBG,NN,NN
886,encoder,NN,NN,NN,NN,NN,NN,NN
887,decoder,NN,NN,NN,NN,NN,NN,NN
888,variational auto encoder,JJ JJ NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
889,custom model,JJ NN,NN NN,NN NN,NN NN,NNP NN,NN NN,JJ NN
890,my layer,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN
891,temporal split,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
892,custom embedding,JJ NN,NN VBG,NN NN,NN VBG,NN VBG,NN NN,JJ NN
893,my activation,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN
894,temporal softmax,JJ NNP,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
895,custom dense,JJ NNP,NN NN,RB JJ,NN JJ,NN JJ,NN JJ,JJ JJ
896,custom rnn,JJ NNP,NN NN,NN NN,NN NN,NN VBZ,NN NN,JJ NN
897,gan,NNP,NN,NNP,NN,NNP,NN,NN
898,custom mse,JJ NNP,NN NN,NN NN,NN NN,NNP NNP,NN NN,JJ NN
899,categorical true positives,JJ JJ NNS,JJ JJ NNS,JJ JJ NNS,VB JJ NNS,JJ JJ NNS,JJ JJ NNS,JJ JJ NNS
900,logistic endpoint,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
901,example py dataset,NN NNP NN,NN NN NN,NN NN NN,NN JJ NN,VB NNP VBD,NN NN NN,NN NN NN
902,example torch dataset,NN NNP NN,NN NN NN,NN NN NN,NN NN NN,VB NN VBD,NN NN NN,NN NN NN
903,loss history,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
904,keras export,NNP NN,NNS NN,FW NN,NNS NN,NNP NN,NNP NN,NN NN
905,example model,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
906,clone model test,NN NN NN,NN NN NN,NN NN NN,NN NN NN,VBN NN NN,NN NN NN,NN NN NN
907,sequential,JJ,JJ,JJ,NN,JJ,JJ,JJ
908,model test,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
909,multi input model,JJ NN NN,NN NN NN,JJ NN NN,NNS NN NN,VB NN NN,JJ NN NN,JJ NN NN
910,nested layer,JJ NN,VBN NN,VBN NN,VBN NN,VBN NN,JJ NN,VBN NN
911,double nested layer,JJ JJ NN,RB VBN NN,JJ VBN NN,JJ VBN NN,JJ VBN NN,RB VBN NN,JJ VBN NN
912,variable mapping test,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
913,functional,JJ,JJ,JJ,JJ,JJ,JJ,JJ
914,sequential test,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
915,dict layer,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
916,list layer,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,VB NN
917,dynamic layer,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
918,bad layer,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
919,model,NN,NN,NN,NN,NN,NN,NN
920,functional test,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
921,canary,NN,NN,NNP,NN,NN,NN,NN
922,variable,NN,JJ,JJ,JJ,JJ,JJ,JJ
923,name scope,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
924,jax trainer,NNP NN,NN NN,NN NN,NN NN,JJ NN,NNP NN,NN NN
925,jax epoch iterator,NNP NN NN,NN NN NN,NN NN NN,NN NN CC,NNP NNP NN,NNP NN NN,NNP NN NN
926,jax layer,NNP NN,NN NN,NN NN,NN NN,JJ NN,NN NN,NN NN
927,jax distribution lib test,NNP NN NN NN,NN NN VBZ NN,NN NN NN NN,NN NN NN NN,JJ NN NNP NN,NN NN NN NN,NN NN NN NN
928,sharding capture layer,NN NN NN,VBG NN NN,VBG NN NN,NN NN NN,VBG NN NN,VBG NN NN,NN NN NN
929,jax optimizer,NNP NN,NN NN,NN NN,NN NN,JJ NN,NN NN,NNP NN
930,device test,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
931,compute output spec test,NN NN JJ NN,NN NN JJ NN,VB NN NN NN,NN NN NN NN,NNP NNP NNP NN,NN NN NN NN,NN NN NN NN
932,tensor flow trainer,NN NN NNP,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
933,deprecated compiled metric,VBN VBN NN,VBN VBD JJ,VBN VBN JJ,VBN VBN JJ,VBD VBN JJ,VBD VBN NN,VBN VBN NN
934,tf epoch iterator,NNP NN NN,NN NN NN,NN NN NN,NN NN CC,NNP NNP NN,IN NN NN,UH NN NN
935,tf layer,NNP NN,NN NN,NN NN,NN NN,UH NN,IN NN,IN NN
936,optimizer distribute test,NN VB NN,RB JJ NN,NN VBP NN,NN VBP NN,NN NN NN,NN NN NN,NN VB NN
937,tf name scope test,NNP NN NN NN,NN NN NN NN,JJ NN NN NN,JJ NN NN NN,UH NN NN NN,IN NN NN NN,UH NN NN NN
938,custom model x,JJ NN FW,NN NN NN,NN NN NN,NN NN NN,NNP NN .,NN NN NN,JJ NN NN
939,custom signature model,JJ NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,JJ NN NN
940,saved model test,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN NN
941,custom layer,JJ NN,NN NN,NN NN,NN NN,NN NN,NN NN,JJ NN
942,custom layer list,JJ NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,JJ NN NN
943,custom layer dict,JJ NN NN,NN NN NN,NN NN NN,NN NN NN,NNP NNP NNP,NN NN NN,JJ NN NN
944,adder,NN,NN,NN,NN,NNP,NN,NN
945,distribute test,VB NN,JJ NN,VB NN,VB NN,VB NN,VB NN,VB NN
946,tf optimizer,NNP NN,NN NN,NNP NN,NN NN,DT NN,IN NN,IN NN
947,keras auto trackable,NNP JJ JJ,JJ NN JJ,NNS NN JJ,FW NN NN,NNP NNP NN,NNP NN JJ,NNP NN NN
948,torch trainer,NNP NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
949,torch epoch iterator,NNP NN NN,NN NN NN,NN NN NN,NN NN CC,NN NNP NN,NN NN NN,NN NN NN
950,torch layer,NNP NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
951,custom gradient,JJ NN,NN NN,NN NN,NN NN,NN NN,NN NN,JJ NN
952,custom gradient function,JJ NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,JJ NN NN
953,adam,NNP,NN,NN,NN,NNP,UH,NNP
954,lion,NNP,NN,NN,NN,NN,NN,NN
955,torch optimizer,NNP NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
956,adam w,NNP FW,NN NN,NN IN,NN WRB,NNP NN,UH UH,NNP NN
957,nadam,NNP,NN,NNP,NN,NNP,NNP,NNP
958,rms prop,NNP NN,NNS NN,NNS VBP,NNS NN,NNP NNP,NNP NN,NNS NN
959,ada grad,NNP NN,NN NN,NN NN,NN NN,NNP NNP,UH JJ,NN NN
960,ada max,NNP NN,NN NN,NN NN,NN NN,NNP NNP,NNP NN,NN NN
961,sgd,NNP,NN,NNP,NN,VB,NNP,UH
962,torch parallel optimizer,NNP JJ NN,NN NN NN,NN JJ NN,NN RB NN,NN JJ NN,NN NN NN,NN JJ NN
963,ada delta,NNP NN,NN NN,NN NN,NN NN,NNP NNP,FW FW,NN NN
964,numpy trainer,NNP NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,NN NN
965,numpy layer,NNP NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
966,keras variable,NNP NN,NNS JJ,NNS JJ,NNS JJ,NNP NNP,NNP JJ,NN NN
967,auto cast scope,JJ NN NN,NN VBD NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
968,variable initialization test,NN NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
969,variable properties test,NN NNS NN,JJ NNS VBP,JJ NNS NN,JJ NNS NN,JJ NNS VBP,JJ NNS NN,JJ NNS NN
970,variable numpy value and assignment test,NN NNP NN CC NN NN,JJ JJ NN CC JJ NN,JJ JJ NN CC NN NN,JJ JJ NN CC NN NN,JJ JJ NN CC NN NN,JJ JJ NN CC NN NN,JJ NN NN CC NN NN
971,variable d type shape n dim repr,NN FW NN NN FW NN NNP,JJ NN NN NN JJ NN NN,JJ NN NN NN NN NN NN,JJ JJ NN NN RB JJ NN,JJ NN NN NN CC NN JJ,JJ NN NN NN NFP JJ NN,JJ NN NN NN CC NN NN
972,variable operations test,NN NNPS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN
973,variable binary operations test,NN JJ NNPS NN,JJ JJ NNS NN,JJ JJ NNS NN,JJ JJ NNS NN,JJ JJ NNS NN,JJ NN NNS NN,JJ JJ NNS NN
974,test standardize shape with torch,VB VB NN IN NNP,NN NN NN IN NN,NN VBP NN IN NN,NN VB NN IN NN,NN VBP NN IN NN,NN VB NN IN NN,NN NN NN IN NN
975,test standardize shape with out torch,VB VB NN IN RP NNP,NN NN NN IN RP NN,NN VBP NN IN JJ NN,NN VB NN IN RB NN,NN VB NN IN RP NN,NN VB NN IN JJ NN,NN NN NN IN RP NN
976,keras tensor test,NNP NN NN,NNS VBP NN,FW FW NN,FW NN NN,NNP NNP NN,NNP NN NN,NN NN NN
977,convert conv transpose padding args jax test,VB NN NN NN NNP NNP NN,NN NN JJ VBG JJ NN NN,VB NN NN NN NNS NN NN,NN NN NN NN NNS NN NN,VB JJ NN NN NNP NNP NN,NN NN NN NN NNS NN NN,VB NN NN NN NN NN NN
978,convert conv transpose padding args torch test,VB NN NN NN NNP NNP NN,NN NN JJ VBG JJ NN NN,VB NN NN NN NNS NN NN,NN NN NN NN NNS NN NN,VB JJ NN NN NNP NN NN,NN NN NN NN NNS NN NN,VB NN NN NN NN NN NN
979,compute conv transpose padding args for jax test,VB NN NN NN NNP IN NNP NN,NN NN JJ VBG NN IN NN NN,VB NN NN NN NNS IN NN NN,NN NN NN NN NNS IN NN NN,NNP JJ NNP NN NN IN JJ NN,NN NN NN NN NNS IN NN NN,NN NN NN NN NNS IN NN NN
980,compute conv transpose padding args for torch test,VB NN NN NN NNP IN NNP NN,NN NN JJ VBG NN IN NN NN,VB NN NN NN NNS IN NN NN,NN NN NN NN NNS IN NN NN,NNP JJ NN NN NN IN NN NN,NN NN VB NN NNS IN NN NN,NN NN NN NN NNS IN NN NN
981,get output shape given tf padding test,VB NN NN VBN NNP NN NN,VB NN NN VBN RP VBG NN,VB NN NN VBN NN NN NN,VB NN NN VBN NN NN NN,VB NN NN VBN RP NN NN,VB NN NN VBN IN NN NN,VB NN NN VBN IN NN NN
982,d types test,FW NNS NN,NN NNS NN,NN NNS NN,VBN NNS NN,NN NNS NN,NN NNS NN,NN NNS NN
983,test stateless scope,VB JJ NN,NN NN NN,NN JJ NN,NN JJ NN,NN NNP NN,NN JJ NN,NN JJ NN
984,global state test,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
985,stateless scope,JJ NN,NN NN,JJ NN,JJ NN,NN NN,JJ NN,JJ NN
986,name scope test,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
987,keras tensor,NNP NN,NNS NN,FW FW,NNS NN,NNP NN,NNP NN,NN NN
988,container,NN,NN,NN,NN,NN,NN,NN
989,random layer,JJ NN,NN NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
990,export archive test,NN NN NN,NN JJ NN,NN NN NN,NN NN NN,NN JJ NN,NN NN NN,NN NN NN
991,test tfsm layer,VB NNP NN,NN NN NN,NN NN NN,NN NN NN,NN JJ NN,NN NN NN,NN NN NN
992,export archive,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
993,tfsm layer,NNP NN,NN NN,NN NN,NN NN,JJ NN,NN NN,NN NN
994,serializable dict,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
995,safe mode scope,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
996,object sharing scope,NN NN NN,JJ VBG NN,NN NN NN,NN VBG NN,NN VBG NN,NN NN NN,NN NN NN
997,disk io store,NN NNP NN,NN NNS NN,NN NN NN,NN NN NN,NN NNP NN,NN IN NN,VB JJ NN
998,h 5 io store,FW CD NNP NN,NN CD NN NN,NN CD NNP NN,NN CD NN NN,NNP CD NNS NN,NN CD NN NN,SYM CD NN NN
999,h 5 entry,FW CD NN,NN CD NN,NN CD NN,NN CD NN,NN CD NN,NN CD NN,UH CD NN
1000,npz io store,NNP NNP NN,JJ NN NN,IN JJ NN,NN NN NN,NNP NNP VB,NN IN NN,NNP NNP NN
1001,custom object scope,JJ NN NN,NN VBP NN,JJ NN NN,JJ NN NN,NN NN NN,NN NN NN,JJ NN NN
1002,layer with custom saving,NN IN JJ NN,NN IN NN VBG,NN IN NN NN,NN IN JJ NN,NN IN NN NN,NN IN NN NN,NN IN JJ NN
1003,model with custom saving,NN IN JJ NN,NN IN NN VBG,NN IN NN NN,NN IN NN VBG,NN IN NN NN,NN IN NN NN,NN IN JJ NN
1004,compile overriding model,VB JJ NN,NN VBG NN,VB VBG NN,JJ JJ NN,NN VBG NN,VB VBG NN,VB NN NN
1005,compile overriding sequential,VB JJ JJ,NN VBG JJ,VB VBG JJ,NN VBG NN,NN VBG JJ,VB JJ JJ,VB NN JJ
1006,subclass functional,NN JJ,NN NN,NN JJ,NN JJ,NNP NN,JJ JJ,NN JJ
1007,saving test,VBG NN,VBG NN,VBG NN,VBG NN,VBG NN,VBG NN,VBG NN
1008,saving api test,VBG NNP NN,VBG JJ NN,VBG NN NN,VBG RB NN,VBG NN NN,VBG NN NN,VBG NN NN
1009,growth factor,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1010,factor layer,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1011,complex model,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
1012,saving battle test,VBG NN NN,VBG NN NN,VBG NN NN,VBG NN NN,VBG NN NN,VBG NN NN,VBG NN NN
1013,normal model,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
