,SEQUENCE,POS,NLTK,CORENLP,OPENNLP,SPACY,FLAIR,STANZA
1177,omit for cycle,VB IN NN,NN IN NN,VB IN NN,VB IN NN,VB IN NN,VB IN NN,VB IN NN
1178,omit for nearer,VB IN JJ,NN IN NN,VB IN JJ,VB IN IN,VB IN FW,VB IN JJR,VB IN RBR
1179,restrict range,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1180,select version from range,VB NN IN NN,JJ NN IN NN,VB NN IN NN,JJ NN IN NN,JJ NN IN NN,NN NN IN NN,VB NN IN NN
1181,test artifact,VB NN,NN NN,NN NN,NN NN,NN NNP,NN NN,NN NN
1182,update scope,VB NN,JJ NN,NN NN,NN NN,VB NN,NN NN,NN NN
1183,update scope current pom,VB NN JJ NN,JJ NN JJ NN,NN NN JJ NN,NN NN JJ NN,VB NNP JJ NN,NN NN JJ NN,NN NN JJ NN
1184,get missing parameters,VB JJ NNS,VB VBG NNS,VB JJ NNS,VB VBG NNS,VB JJ NNS,VB VBG NNS,VB JJ NNS
1185,notify,VB,NN,VB,VBP,VB,NN,VB
1186,warn deprecated,NN VBN,NN VBD,VB VBN,VB VBN,VB VBN,NN VBD,VB VBN
1187,evaluate value,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1188,validate,VB,NN,VB,NN,VB,VB,VB
1189,extract plugin descriptor,VB NN NN,JJ NN NN,NN NN NN,VB NN NN,VB VB NN,JJ NN NN,VB NN NN
1190,get plugin descriptor location,VB NN NN NN,VB JJ NN NN,VB JJ NN NN,VB VB NN NN,VB JJ NN NN,VB NN NN NN,VB NN NN NN
1191,parse plugin descriptor,VB NN NN,NN NN NN,VB NN NN,JJ NN NN,NN VB NN,NN NN NN,VB NN NN
1192,create plugin realm,VB NN NN,NN NN NN,VB NN NN,VB NN NN,VB JJ NN,VB NN NN,VB NN NN
1193,discover plugin components,VB NN NNS,RB NN NNS,VB NN NNS,VB NN NNS,VB JJ NNS,VB NN NNS,VB NN NNS
1194,to aether artifacts,TO NN NNS,TO DT NNS,IN NN NNS,TO JJ NNS,IN JJ NNS,IN NN NNS,IN NN NNS
1195,to maven artifacts,TO NN NNS,TO VB NNS,IN NN NNS,TO NN NNS,TO NNP NNS,IN NN NNS,IN NN NNS
1196,calc imports,VB NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS
1197,populate plugin fields,VB NN NNS,NN NN NNS,VB VBG NNS,JJ NN NNS,VB JJ NNS,JJ NN NNS,VB NN NNS
1198,validate parameters,VB NNS,NN NNS,VB NNS,NN NNS,JJ NNS,VB NNS,VB NNS
1199,resolve extension artifacts,VB NN NNS,VB NN NNS,VB NN NNS,NN NN NNS,VB NN NNS,VB NN NNS,VB NN NNS
1200,select dependency,VB NN,NN NN,VB NN,JJ NN,JJ NN,NN NN,VB NN
1201,derive child selector,VB NN NN,JJ NN NN,VBP NN NN,JJ NN NN,JJ NN NN,VB NN NN,VB NN NN
1202,info,NN,NN,NN,NN,NN,UH,NN
1203,warn,VB,NN,VB,VB,VB,NN,VB
1204,error,NN,NN,NN,NN,NN,NN,NN
1205,is debug enabled,VBZ VB VBN,VBZ NN VBD,VBZ JJ VBD,VBZ NN VBN,VBZ RB VBN,VBZ NN VBN,VBZ NN VBN
1206,is info enabled,VBZ NN VBN,VBZ NN VBD,VBZ NN VBD,VBZ NN VBN,VBZ NN VBN,VBZ NN VBN,VBZ NN VBN
1207,is warn enabled,VBZ NN VBN,VBZ NN VBD,VBZ VB VBN,VBZ VB VBN,VBZ VB VBN,VBZ NN VBN,VBZ VB VBN
1208,is error enabled,VBZ NN VBN,VBZ NN VBD,VBZ NN VBD,VBZ NN VBN,VBZ NN VBD,VBZ NN VBN,VBZ NN VBN
1209,assert unique key,VB JJ NN,NN NN NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
1210,get base message,VB NN NN,VB JJ NN,VB JJ NN,VB JJ NN,VB NN NN,VB NN NN,VB NN NN
1211,set version,VB NN,VBN NN,VBN NN,VBN NN,VB NN,VBN NN,VB NN
1212,select version,VB NN,JJ NN,VB NN,JJ NN,JJ NN,NN NN,VB NN
1213,merge metadata,VB NNS,NN NNS,VB NN,VBP NNS,VB NNP,VB NN,VB NN
1214,get cache,VB NN,VB NN,VB NN,VB NN,VB JJ,VB NN,VB NN
1215,resolve impl,VB NNP,VB NN,NN NN,NN NN,VB NNS,VB RB,VB NN
1216,get ignorable artifacts,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS
1217,get module file,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1218,get module name,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1219,add excludes,VB VBZ,NN NNS,VB VBZ,VB NNS,VB NNS,VB VBZ,VB NNS
1220,add core excludes,VB JJ VBZ,VB NN NNS,VB NN VBZ,VB NN NNS,VB NN NNS,VB NN VBZ,VB NN VBZ
1221,get mojo failure exception,VB NNP NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB NN NN NN,VB NN NN NN
1222,get project id,VB NN NN,NN NN NN,VB NN NN,VB NN VBN,VB NN <UNK>,VB NN NN,VB NN NN
1223,get exported artifacts,VB JJ NNS,NN VBN NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS
1224,get exported packages,VB JJ NNS,NN VBN NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS
1225,get class realm,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1226,discover from,VB IN,NN IN,VB IN,VB IN,VBP IN,VB IN,VB IN
1227,get scope,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1228,add scope internal,VB NN JJ,IN NN JJ,VB NN JJ,VB NN JJ,VB NN JJ,VB NN JJ,VB NN JJ
1229,include,VB,NN,VBP,VBP,VBP,VB,VB
1230,add scopes,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1231,add scope,VB NN,NNS VBP,VB NN,VB NN,VB NN,VB NN,VB NN
1232,get scopes,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1233,get patterns,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1234,get filters,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1235,same artifact id,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN <UNK>,JJ NN NN,JJ NN NN
1236,same group id,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN <UNK>,JJ NN NN,JJ NN NN
1237,exclude,VB,NN,VB,VB,VB,VB,VB
1238,throw errors,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1239,to list,TO NN,TO VB,IN NN,TO NN,TO VB,TO VB,TO VB
1240,get artifact,VB NN,VB JJ,VB NN,VB NN,VB NN,VB NN,VB NN
1241,get dependency trail,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1242,get trail,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1243,is resolved,VBZ VBN,VBZ VBN,VBZ VBN,VBZ VBN,VBZ VBN,VBZ VBN,VBZ VBN
1244,is child of root node,VBZ NN IN NN NN,VBZ NN IN NN NN,VBZ NN IN NN NN,VBZ NN IN NN NN,VBZ NN IN NNP NNP,VBZ NN IN NN NN,VBZ NN IN NN NN
1245,get children iterator,VB NNS NN,VB NNS VB,VB NNS NN,VB NNS CC,VB NNS NN,VB NNS NN,VB NNS NN
1246,get depth,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1247,get remote repositories,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS
1248,enable,VB,JJ,VB,VB,VB,VB,VB
1249,disable,VB,JJ,VB,JJ,JJ,JJ,VB
1250,filter trail,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1251,set artifact,VB NN,VBN NN,VBN NN,VBN NN,VBN NN,NN NN,VB NN
1252,set artifact dependencies,VB NN NNS,VBN JJ NNS,VBN NN NNS,VBN NN NNS,VBN NN NNS,VB NN NNS,VB NN NNS
1253,get artifact dependencies,VB NN NNS,VB JJ NNS,VB NN NNS,VB NN NNS,VB NN NNS,VB NN NNS,VB NN NNS
1254,get local repository,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
1255,set local repository,VB JJ NN,VB JJ NN,JJ JJ NN,VBN JJ NN,VBD JJ NN,VB JJ NN,VB JJ NN
1256,set remote repositories,VB JJ NNS,VBN JJ NNS,VBN JJ NNS,VBN JJ NNS,VBD JJ NNS,VBN JJ NNS,VB JJ NNS
1257,get collection filter,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1258,set collection filter,VB NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VB NN NN,NN NN NN,VB NN NN
1259,get resolution filter,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1260,set resolution filter,VB NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VB NN NN,NN NN NN,VB NN NN
1261,get listeners,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1262,set listeners,VB NNS,NN NNS,VBN NNS,VBN NNS,VBN NNS,NN NNS,VB NNS
1263,add listener,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1264,get managed version map,VB JJ NN NN,VB VBN NN NN,VB VBN NN NN,VB VBN NN NN,VB VBN NN NN,VB VBN NN NN,VB VBN NN NN
1265,set managed version map,VB JJ NN NN,VBN VBD NN NN,VBN VBN NN NN,VBN VBN NN NN,VBD VBN NN NN,NN VBN NN NN,VB VBN NN NN
1266,set resolve root,VB NN NN,VBN NNS NN,VBN NN NN,VBN NN NN,VBN NN NN,NN VB NN,VB NN NN
1267,is resolve root,VBZ NN NN,VBZ JJ NN,VBZ NN NN,VBZ NN NN,VBZ NN NN,VBZ VB NN,VBZ JJ NN
1268,set resolve transitively,VB NN RB,VBN NNS RB,VBN NN RB,VBN NN NN,VBN NN RB,VBN NN RB,VB NN RB
1269,is resolve transitively,VBZ NN RB,VBZ RBR RB,VBZ NN RB,VBZ NN NN,VBZ VB RB,VBZ NN RB,VBZ JJ RB
1270,is offline,VBZ JJ,VBZ JJ,VBZ RB,VBZ NN,VBZ JJ,VBZ JJ,VBZ JJ
1271,set offline,VB JJ,VBN NN,VBN RB,VBN NN,VBD NN,VBN RB,VB NN
1272,is force update,VBZ NN NN,VBZ NN NN,VBZ NN NN,VBZ NN NN,VBZ NN NN,VBZ NN NN,VBZ NN NN
1273,set force update,VB NN NN,VBN NN NN,JJ NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VB NN NN
1274,set servers,VB NNS,NN NNS,VBN NNS,VBN NNS,VBN NNS,NN NNS,VB NNS
1275,get servers,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1276,set mirrors,VB NNS,NN NNS,VBN NNS,VBN NNS,VBN NNS,NN NNS,VB NNS
1277,get mirrors,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1278,set proxies,VB NNS,NN NNS,VBN NNS,VBN NNS,VBN NNS,VBN NNS,VB NNS
1279,get proxies,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1280,set cache,VB NN,VBN NN,VBN NN,VBN NN,VBN NN,VBN NN,VB NN
1281,get originating artifact,VB VBG NN,VB JJ NN,VB VBG NN,VB NN NN,VB VBG NN,VB VBG NN,VB VBG NN
1282,set originating artifact,VB VBG NN,VBN VBG NN,VBN VBG NN,VBN NN NN,VBD VBG NN,NN VBG NN,VB VBG NN
1283,add artifact,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1284,set artifacts,VB NNS,VBN NNS,VBN NNS,VBN NNS,VBN NNS,NN NNS,VB NNS
1285,get artifact resolution nodes,VB NN NN NNS,VB JJ NN NNS,VB NN NN NNS,VB NN NN NNS,VB NN NN VBZ,VB NN NN NNS,VB NN NN NNS
1286,set artifact resolution nodes,VB NN NN NNS,VBN JJ NN NNS,VBN NN NN NNS,VBN NN NN NNS,VBN NN NN VBZ,NN NN NN NNS,VB NN NN NNS
1287,has missing artifacts,VBZ JJ NNS,VBZ VBG NNS,VBZ JJ NNS,VBZ JJ NNS,VBZ VBG NNS,VBZ VBG NNS,VBZ JJ NNS
1288,get missing artifacts,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB VBG NNS,VB JJ NNS,VB VBG NNS,VB JJ NNS
1289,add missing artifact,VB JJ NN,VB VBG NN,VB VBG NN,VB VBG NN,VB VBG NN,VB JJ NN,VB JJ NN
1290,set unresolved artifacts,VB JJ NNS,VBN JJ NNS,VBN JJ NNS,VBN JJ NNS,VBD JJ NNS,VBN JJ NNS,VB JJ NNS
1291,is success,VBZ NN,VBZ NN,VBZ NN,VBZ NN,VBZ NN,VBZ NN,VBZ NN
1292,has exceptions,VBZ NNS,VBZ NNS,VBZ NNS,VBZ NNS,VBZ NNS,VBZ NNS,VBZ NNS
1293,get exceptions,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1294,has version range violations,VBZ NN NN NNS,VBZ NN NN NNS,VBZ NN NN NNS,VBZ NN NN NNS,VBZ NN NN NNS,VBZ NN NN NNS,VBZ NN NN NNS
1295,add version range violation,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN
1296,get version range violation,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN
1297,get version range violations,VB NN NN NNS,VB NN NN NNS,VB NN NN NNS,VB NN NN NNS,VB NN NN NNS,VB NN NN NNS,VB NN NN NNS
1298,has metadata resolution exceptions,VBZ NNS NN NNS,VBZ VBN NN NNS,VBZ NN NN NNS,VBZ NNS NN NNS,VBZ NNP NN NNS,VBZ NN NN NNS,VBZ NN NN NNS
1299,add metadata resolution exception,VB NNS NN NN,VB NNS NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN
1300,get metadata resolution exception,VB NNS NN NN,VB JJ NN NN,VB JJ NN NN,VB NN NN NN,VB JJ NN NN,VB NN NN NN,VB NN NN NN
1301,get metadata resolution exceptions,VB NNS NN NNS,VB JJ NN NNS,VB JJ NN NNS,VB NN NN NNS,VB JJ NN NNS,VB NN NN NNS,VB NN NN NNS
1302,has error artifact exceptions,VBZ NN NN NNS,VBZ VBN JJ NNS,VBZ NN NN NNS,VBZ NN NN NNS,VBZ NN NN NNS,VBZ NN NN NNS,VBZ NN NN NNS
1303,add error artifact exception,VB NN NN NN,VB NN JJ NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN
1304,get error artifact exceptions,VB NN NN NNS,VB JJ JJ NNS,VB NN NN NNS,VB NN NN NNS,VB NN NN NNS,VB NN NN NNS,VB NN NN NNS
1305,has circular dependency exceptions,VBZ JJ NN NNS,VBZ JJ NN NNS,VBZ JJ NN NNS,VBZ JJ NN NNS,VBZ JJ NN NNS,VBZ JJ NN NNS,VBZ JJ NN NNS
1306,add circular dependency exception,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN
1307,get circular dependency exception,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN
1308,get circular dependency exceptions,VB JJ NN NNS,VB JJ NN NNS,VB JJ NN NNS,VB JJ NN NNS,VB JJ NN NNS,VB JJ NN NNS,VB JJ NN NNS
1309,init list,VB NN,JJ NN,JJ NN,NN NN,NNP NN,NN NN,NN NN
1310,get artifact handler,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB JJ NN,VB NN NN,VB NN NN
1311,add handlers,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1312,get handler types,VB NN NNS,VB NN NNS,VB NN NNS,VB NN NNS,VB NN NNS,VB NN NNS,VB NN NNS
1313,set extension,VB NN,VBN NN,VBN NN,VBN NN,VBN NN,VBN NN,VB NN
1314,get classifier,VB NN,VB JJR,VB NN,VB NN,VB JJR,VB NN,VB NN
1315,set classifier,VB NN,VBN NN,VBN NN,VBN NN,VBN NN,VBN NN,VB NN
1316,get directory,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1317,set directory,VB NN,VBN NN,VBN NN,VBN NN,VBN NN,VBN NN,VB NN
1318,get packaging,VB NN,VB NN,VB NN,VB NN,VB VBG,VB NN,VB NN
1319,set packaging,VB NN,NN NN,JJ NN,VBN NN,VBN NN,VBN NN,VB NN
1320,is includes dependencies,VBZ VBZ NNS,VBZ VBZ NNS,VBZ VBZ NNS,VBZ VBZ NNS,VBZ VBZ NNS,VBZ VBZ NNS,VBZ VBZ NNS
1321,set includes dependencies,VB VBZ NNS,VBN VBZ NNS,NN VBZ NNS,VBN VBZ NNS,VBN VBZ NNS,NN VBZ NNS,NN VBZ NNS
1322,get language,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1323,set language,VB NN,VBN NN,JJ NN,VBN NN,VBD NN,VBN NN,VB NN
1324,is added to classpath,VBZ VBN TO NN,VBZ VBN TO VB,VBZ VBN IN NN,VBZ VBN TO NN,VBZ VBN IN NN,VBZ VBN IN NN,VBZ VBN IN NN
1325,set added to classpath,VB VBD TO NN,NN VBD TO VB,NN VBD IN NN,NN VBD TO NN,VBN VBN IN NN,NN VBN IN NN,VB VBN IN NN
1326,get repository id,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB JJ <UNK>,VB NN NN,VB NN NN
1327,retrieve,VB,NN,VB,VB,NN,VB,VB
1328,retrieve available versions,VB JJ NNS,NN JJ NNS,VB JJ NNS,VBP JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS
1329,retrieve available versions from deployment repository,VB JJ NNS IN NN NN,NN JJ NNS IN JJ NN,VB JJ NNS IN NN NN,VBP JJ NNS IN NN NN,VB JJ NNS IN JJ NN,VB JJ NNS IN NN NN,VB JJ NNS IN NN NN
1330,overlay,VB,NN,NN,NN,NN,NN,VB
1331,get path for local artifact,VB NN IN JJ NN,VB NN IN JJ NN,VB NN IN JJ NN,VB NN IN JJ NN,VB NN IN JJ NN,VB NN IN JJ NN,VB NN IN JJ NN
1332,get path for remote artifact,VB NN IN JJ NN,VB NN IN JJ NN,VB NN IN JJ NN,VB NN IN JJ NN,VB NN IN JJ NN,VB NN IN JJ NN,VB NN IN JJ NN
1333,get path for local metadata,VB NN IN JJ NNS,VB NN IN JJ NNS,VB NN IN JJ NN,VB NN IN JJ NNS,VB NN IN JJ NN,VB NN IN JJ NN,VB NN IN JJ NN
1334,get path for remote metadata,VB NN IN JJ NNS,VB NN IN NN NN,VB NN IN JJ NN,VB NN IN JJ NNS,VB NN IN JJ NNP,VB NN IN JJ NN,VB NN IN JJ NN
1335,find,VB,VB,VB,VB,VB,VB,VB
1336,stored in artifact version directory,VBN IN NN NN NN,VBN IN JJ NN NN,VBN IN NN NN NN,VBN IN NN NN NN,VBN IN NN NN NN,VBN IN NN NN NN,VBN IN NN NN NN
1337,stored in group directory,VBN IN NN NN,VBN IN NN NN,VBN IN NN NN,VBN IN NN NN,VBN IN NN NN,VBN IN NN NN,VBN IN NN NN
1338,get base version,VB NN NN,VB JJ NN,VB JJ NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1339,nullify,VB,NN,VB,VBP,VB,NNP,VB
1340,get remote filename,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
1341,get local filename,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
1342,insert repository key,VB NN NN,JJ NN NN,NN NN NN,NN NN NN,JJ NN NN,NN NN NN,VB NN NN
1343,merge,VB,NN,NN,VB,VB,VB,VB
1344,store in local repository,VB IN JJ NN,NN IN JJ NN,NN IN JJ NN,NN IN JJ NN,NN IN JJ NN,NN IN JJ NN,NN IN JJ NN
1345,extended to string,VBN TO NN,VBN TO VBG,VBN IN NN,VBD TO NN,VBN IN NN,VBN IN NN,VBN IN NN
1346,path of,NN IN,NN IN,NN IN,NN IN,NN IN,NN IN,NN IN
1347,path of remote repository metadata,NN IN JJ NN NNS,NN IN JJ NN NN,NN IN JJ NN NN,NN IN JJ NN NNS,NN IN JJ NN NNP,NN IN JJ NN NN,NN IN JJ NN NN
1348,path of local repository metadata,NN IN JJ NN NNS,NN IN JJ NN NN,NN IN JJ NN NN,NN IN JJ NN NNS,NN IN JJ NN NN,NN IN JJ NN NN,NN IN JJ NN NN
1349,get url,VB NNP,VB JJ,VB NN,VB JJ,VB NN,VB UH,VB NN
1350,set url,VB NNP,VBN JJ,VBN NN,VBN NN,VBD NN,VBN NN,VB NN
1351,get basedir,VB NN,VB NN,VB NN,VB NN,VB JJ,VB NN,VB NN
1352,get protocol,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1353,get id,VB NN,VB NN,VB NN,VB NN,VB <UNK>,VB PRP,VB NN
1354,set id,VB NN,VBN NN,VBN NN,VBN NN,VB <UNK>,VB PRP,VB NN
1355,get snapshots,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1356,set snapshot update policy,VB NN NN NN,VBN JJ NN NN,VBN NN NN NN,VBN NN NN NN,VBD NN NN NN,NN NN NN NN,VB NN NN NN
1357,get releases,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1358,set release update policy,VB NN NN NN,VBN NN NN NN,VBN NN NN NN,VBN NN NN NN,VBN NN NN NN,VBN NN NN NN,VB NN NN NN
1359,get layout,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1360,set layout,VB NN,VBN NN,VBN NN,VBN NN,VBD NN,NN NN,VB NN
1361,is unique version,VBZ JJ NN,VBZ JJ NN,VBZ JJ NN,VBZ JJ NN,VBZ JJ NN,VBZ JJ NN,VBZ JJ NN
1362,is blacklisted,VBZ VBN,VBZ VBN,VBZ VBN,VBZ VBN,VBZ VBN,VBZ VBN,VBZ VBN
1363,set blacklisted,VB VBN,NN VBD,VBN VBN,VBN VBN,NNP VBD,NN VBN,VB VBN
1364,find versions,VB NNS,VB NNS,VB NNS,VBP NNS,VB NNS,VB NNS,VB NNS
1365,is project aware,VBZ NN JJ,VBZ NN JJ,VBZ NN JJ,VBZ NN JJ,VBZ NN JJ,VBZ NN JJ,VBZ NN JJ
1366,set authentication,VB NN,VBN NN,VBN NN,VBN NN,VBN NN,NN NN,VB NN
1367,get authentication,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1368,set proxy,VB NN,VBN NN,VBN NN,VBN NN,VBD NN,VB NN,VB NN
1369,get proxy,VB NN,VB JJ,VB NN,VB NN,VB NN,VB JJ,VB NN
1370,get mirrored repositories,VB JJ NNS,VB JJ NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS
1371,set mirrored repositories,VB JJ NNS,VBN JJ NNS,VBN VBN NNS,VBN VBN NNS,VBN VBN NNS,VB VBN NNS,VB VBN NNS
1372,is blocked,VBZ JJ,VBZ VBN,VBZ VBN,VBZ VBN,VBZ VBN,VBZ VBN,VBZ VBN
1373,set blocked,VB JJ,NN VBD,VBN VBN,VBN VBN,VBN VBN,NN VBN,VB VBN
1374,set metadata,VB NNS,VBN NNS,VBN NN,VBN NNS,VBD NNP,VB NN,VB NN
1375,is snapshot,VBZ NN,VBZ JJ,VBZ NN,VBZ VBG,VBZ JJ,VBZ NN,VBZ NN
1376,get nature,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1377,get policy,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1378,resolve always,VB RB,NN RB,NN RB,NN RB,VB RB,VB RB,VB RB
1379,deploy,VB,NN,VB,NN,VB,VB,VB
1380,install,VB,NN,VB,VB,VB,VB,VB
1381,update repository metadata,VB NN NNS,JJ NN NNS,NN NN NN,VB NN NNS,VB NNP NNP,NN NN NN,NN NN NN
1382,create metadata,VB NNS,NN NNS,VB NN,VB NNS,VB NNP,VB NN,VB NN
1383,create versioning,VB NN,NN NN,VB NN,VB NN,VB VBG,VB NN,VB NN
1384,is strict,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ
1385,get line number,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1386,get column number,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1387,path of repository metadata,NN IN NN NNS,NN IN NN NNS,NN IN NN NN,NN IN NN NNS,NN IN NNP NNP,NN IN NN NN,NN IN NN NN
1388,format as directory,NN IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN
1389,protocol,NN,NN,NN,NN,VB,NN,NN
1390,basedir,NN,NN,NN,NN,JJ,NN,NN
1391,decode,VB,NN,VB,NN,NNP,NN,NN
1392,get repository request,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB JJ NN,VB NN NN,VB NN NN
1393,create artifact,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1394,create artifact with classifier,VB NN IN NN,NN NN IN NN,VB NN IN NN,VB NN IN NN,VB NN IN NN,VB NN IN NN,VB NN IN NN
1395,create dependency artifact,VB NN NN,NN NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1396,create build artifact,VB NNS NN,NN NNS VBP,VB VB NN,VBP VB NN,VB NN NN,VB VB NN,VB NN NN
1397,create project artifact,VB NN NN,NN NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1398,create parent artifact,VB NN NN,NN NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1399,create plugin artifact,VB NN NN,NN NN NN,VB NN NN,VB NN NN,VB JJ NN,VB NN NN,VB NN NN
1400,create extension artifact,VB NN NN,NN NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1401,to artifacts,TO NNS,TO NNS,IN NNS,TO NNS,IN NNS,IN NNS,IN NNS
1402,to dependency,TO NN,TO VB,IN NN,TO NN,TO VB,IN NN,IN NN
1403,to repos,TO NNS,TO VB,IN NNS,TO NNS,IN NN,TO VB,TO VB
1404,to repo,TO NN,TO VB,IN NN,TO NN,TO VB,TO VB,TO VB
1405,to policy,TO NN,TO NN,IN NN,TO NN,TO NN,IN NN,IN NN
1406,to authentication,TO NN,TO NN,IN NN,TO NN,TO VB,IN NN,IN NN
1407,to proxy,TO NN,TO VB,IN NN,TO NN,IN NN,TO VB,TO VB
1408,new handler,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
1409,new artifact type,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
1410,to exclusion,TO NN,TO NN,IN NN,TO NN,TO VB,IN NN,IN NN
