,SEQUENCE,POS,NLTK,CORENLP,OPENNLP,SPACY,FLAIR,STANZA
1615,dispatch event,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1616,compose unicode escape,VB NN NN,JJ JJ NN,VB JJ NN,NN JJ NN,NNP JJ NN,VB NN NN,VB NN NN
1617,wait escape character,VB NN NN,NN NN NN,VB NN NN,VB VB NN,VB VB NN,VB VB NN,VB NN NN
1618,wait digit,VB NN,NN NN,VB NN,VB JJ,VB NNP,VB NN,VB NN
1619,wait digit 2,VB NN CD,NN VBZ CD,VB NN CD,VB JJ CD,VB NN CD,VB NN CD,VB NN CD
1620,wait back slash or low surrogate,VB JJ NN CC JJ NN,NN RP NN CC JJ NN,VB RB NN CC JJ NN,VB RB VBP CC JJ NN,VB RB NN CC JJ JJ,VB RB NN CC JJ NN,VB RB NN CC JJ NN
1621,send composed text,VB VBN NN,NN VBD NN,VB VBN NN,VB VBN NN,VB VBN NN,VB VBN NN,VB VBN NN
1622,send committed text,VB VBN NN,NN VBD NN,VB VBN NN,VB VBN NN,VB JJ NN,VB VBN NN,VB VBN NN
1623,move caret left,VB NN NN,NN NN VBD,NN NN VBN,NN NN VBN,VB NNP VBN,VB NN VBD,VB NN VBN
1624,move caret right,VB NN NN,NN NN NN,NN NN NN,NN RB RB,VB VB NN,VB NN UH,VB NN RB
1625,delete previous character,VB JJ NN,RB JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,VB JJ NN
1626,delete character,VB NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,VB NN
1627,start composition,VB NN,NN NN,VB NN,NN NN,VB NN,VB NN,VB NN
1628,cancel composition,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1629,finish composition,VB NN,JJ NN,NN NN,NN NN,NN NN,NN NN,NN NN
1630,get code point,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1631,beep,VB,NN,NN,NN,NNP,NN,NN
1632,deactivate,VB,NN,VB,JJ,VB,NN,VB
1633,dispose,VB,NN,VB,VB,VB,VB,VB
1634,get control object,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1635,end composition,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1636,get locale,VB NN,VB JJ,VB NN,VB NN,VB NN,VB NN,VB NN
1637,hide windows,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1638,is composition enabled,VBZ NN VBN,VBZ NN VBD,VBZ NN VBD,VBZ NN VBN,VBZ NN VBN,VBZ NN VBN,VBZ NN VBN
1639,notify client window change,VB NN NN NN,JJ NN NN NN,VB NN NN NN,VBP NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN
1640,reconvert,VB,NN,VB,NN,NNP,VB,VB
1641,remove notify,VB NN,VB NN,VB VB,VB VBP,VB VB,VB NN,VB VB
1642,set character subsets,VB NN NNS,VBN NN NNS,JJ NN NNS,VBN NN NNS,VBN NN NNS,NN NN NNS,VB NN NNS
1643,set composition enabled,VB NN VBN,VBN NN VBD,NN NN VBD,VBN NN VBN,VBN NN VBD,NN NN VBN,VB NN VBN
1644,set input method context,VB NN NN NN,VBN NN NN NN,VBN NN NN NN,VBN NN NN NN,VBD NN NN NN,VB NN NN NN,VB NN NN NN
1645,set locale,VB NN,VBN NN,VBN NN,VBN NN,VBN NN,VBN NN,VB NN
1646,create input method,VB NN NN,NN NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1647,get available locales,VB JJ NNS,NN JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS
1648,get input method display name,VB JJ NN NN NN,VB JJ NN NN NN,VB NN NN VBP NN,VB NN NN NN NN,VB NN NN NN NN,VB NN NN NN NN,VB NN NN NN NN
1649,get input method icon,VB JJ NN NN,VB JJ NNS NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN
1650,has dynamic locale list,VBZ JJ NN NN,VBZ JJ JJ NN,VBZ JJ NN NN,VBZ JJ JJ NN,VBZ JJ NN NN,VBZ JJ NN NN,VBZ JJ NN NN
1651,get column count,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN VB,VB NN NN
1652,get row count,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1653,get value at,VB NN IN,VB NN IN,VB NN IN,VB NN IN,VB NN IN,VB NN IN,VB NN IN
1654,get column name,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1655,get column class,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1656,is cell editable,VBZ NN JJ,VBZ NN JJ,VBZ NN JJ,VBZ NN NN,VBZ NN JJ,VBZ NN JJ,VBZ NN NN
1657,set value at,VB NN IN,VBN NN IN,VBN NN IN,VBN NN IN,VBN NN IN,VB NN IN,VB NN IN
1658,execute query,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1659,db representation,NN NN,NN NN,NN NN,NN NN,NNP NN,NN NN,NN NN
1660,get column index,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1661,add column,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1662,remove column,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1663,add row,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1664,remove row,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1665,move row,VB NN,NN NN,NN NN,NN NN,VB NN,VB NN,VB NN
1666,insert row,VB NN,NN NN,NN NN,NN NN,NNP NN,NN NN,NN NN
1667,set data vector,VB NNS NN,VBN NNS NN,VBN NN NN,VBN NNS NN,VBN NNS NN,NN NNS NN,VB NN NN
1668,check default table model,VB NN NN NN,NN NN JJ NN,VB NN NN NN,NN NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN
1669,edit column row,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NNP NN NN,VB NN NN,NN NN NN
1670,move column,VB NN,NN NN,VB NN,NN NN,NN NN,VB NN,VB NN
1671,is column selected,VBZ NN VBN,VBZ NN VBN,VBZ NN VBN,VBZ NN VBN,VBZ NN VBD,VBZ NN VBN,VBZ NN VBN
1672,get model,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1673,set model,VB NN,VBN NN,VBN NN,VBN NN,VBN NN,VBN NN,VB NN
1674,table changed,NN VBN,NN VBD,NN VBD,NN VBN,NN VBD,NN VBD,NN VBN
1675,compare rows by column,VB NNS IN NN,NN NNS IN NN,VB NNS IN NN,VBP NNS IN NN,VB NNS IN NN,VB NNS IN NN,VB NNS IN NN
1676,reallocate indexes,VB NNS,NN NNS,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS
1677,check model,VB NN,NN NN,VB NN,NN NN,VB NN,VB NN,VB NN
1678,n 2 sort,NN CD VB,RB CD NN,NN CD NN,NN CD NN,CC CD NN,NN CD NN,CC CD NN
1679,shuttlesort,NN,NN,NN,NN,NN,NN,NN
1680,swap,VB,NN,NN,NN,VB,NN,NN
1681,sort by column,VB IN NN,NN IN NN,RB RB NN,NN IN NN,RB IN NN,RB IN NN,NN IN NN
1682,add mouse listener to header in table,VB NN NN TO VB IN NN,VB NN NN TO VB IN NN,VB NN NN IN NN IN NN,VB NN NN TO NN IN NN,VB NN NN TO VB IN NN,VB NN NN IN NN IN NN,VB NN NN IN NN IN NN
1683,mouse clicked,NN VBN,NN VBD,NN VBD,NN VBD,NNP VBD,NNP VBN,NN VBN
1684,activate connection dialog,VB NN NN,JJ NN NN,VB NN NN,JJ NN NN,VB NN NN,VB NN NN,VB NN NN
1685,create connection dialog,VB NN NN,NN NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1686,connect,VB,NN,VB,VB,VB,VB,VB
1687,fetch,VB,NN,VB,VB,VB,NN,VB
1688,create table,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1689,create new folder,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
1690,get roots,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1691,get system display name,VB NN NN NN,NN NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN
1692,put description,VB NN,NN NN,VBN NN,VBN NN,VB NN,VB NN,VB NN
1693,put type description,VB NN NN,NN NN NN,VBN NN NN,VBN NN NN,VBD NN NN,VB NN NN,VB NN NN
1694,get type description,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1695,get extension,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1696,put icon,VB NN,NN NN,VBN NN,VBN NN,VB NN,VB NN,VB NN
1697,get icon,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1698,is traversable,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ
1699,get maximum size,VB JJ NN,VB JJ NN,VB JJ NN,VB NN NN,VB JJ NN,VB JJ NN,VB JJ NN
1700,reset file filters,VB NN NNS,NN NN NNS,JJ NN NNS,VB NN NNS,JJ NN NNS,JJ NN NNS,VB NN NNS
1701,create file filter,VB NN NN,NN NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1702,create file name filter description from extensions,VB NN NN JJ NN IN NNS,NN NN NN JJ NN IN NNS,VB NN NN NN NN IN NNS,VB NN NN NN NN IN NNS,VB NN NN NN NN IN NNS,VB NN NN NN NN IN NNS,VB NN NN NN NN IN NNS
1703,back,VB,RB,RB,RB,RB,RB,RB
1704,get result string,VB NN NN,VB NN NN,VB VBP NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1705,load image,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1706,property change,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1707,paint,VB,NN,NN,NN,NN,NN,NN
1708,get insets,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1709,get controls,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1710,get memory monitor,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1711,get performance monitor,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1712,get tabbed pane,VB JJ NN,VB VBN NN,VB VBN NN,VB VBN NN,VB VBN NN,VB VBN NN,VB VBN NN
1713,set group columns,VB NN NN,VBN NN NN,VBN NN NNS,VBN NN NNS,VBN NN NNS,NN NN NNS,VB NN NNS
1714,get verbose cb,VB JJ FW,VB JJ NN,VB JJ NN,VB RB .,VB VBN NN,VB JJ NN,VB JJ NN
1715,get ccthread cb,VB NNP FW,VB JJ NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1716,get print cb,VB NN FW,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1717,get background color,VB NN NN,VB IN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1718,get memory cb,VB NN FW,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1719,get perf cb,VB NN FW,VB JJ NN,VB JJ NN,VB NN NN,VB NN .,VB JJ NN,VB NN NN
1720,get intro,VB NN,VB NN,VB RB,VB NN,VB NNP,VB NN,VB NN
1721,do run action,VB VB NN,VB VB NN,VB VB NN,VBP VB NN,VBP VB NN,VBP VB NN,VB VB NN
1722,sleep per tab,VB IN NN,JJ IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN,VB IN NN
1723,print demo,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,VB NN
1724,invoke and wait,VB CC VB,NN CC NN,VB CC VB,VB CC VB,NN CC VB,VB CC VB,VB CC VB
1725,get delay,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1726,set delay,VB NN,VBN NN,VBN NN,VBN NN,VBN NN,VBN NN,VB NN
1727,set num runs,VB NN NNS,VBN NN NNS,VBN NN NNS,VBN NN NNS,VBD JJ NNS,NN NN NNS,VB NN NNS
1728,get exit,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1729,set exit,VB NN,NN NN,VBN NN,VBN NN,VBN NN,NN NN,VB NN
1730,is zoom cb selected,VBZ NN FW VBN,VBZ NN NN VBD,VBZ NN NN VBN,VBZ NN NN VBN,VBZ NN NNP VBD,VBZ NN NN VBN,VBZ NN NN VBN
1731,set zoom cb selected,VB NN FW VBN,NN NN NN VBD,VBN NN NN VBN,VBN NN NN VBN,VBN NNP NNP VBD,NN NN NN VBN,VB NN NN VBN
1732,is print cb selected,VBZ NN FW VBN,VBZ JJ NN VBD,VBZ NN NN VBN,VBZ NN NN VBN,VBZ NN NNP VBD,VBZ NN NN VBN,VBZ NN NN VBN
1733,set print cb is selected,VB NN FW VBZ VBN,VBN NN NN VBZ VBN,VBN NN NN VBZ VBN,VBN NN NN VBZ VBN,VBN NN NNP VBZ VBN,VBN NN NN VBZ VBN,VB NN NN VBZ VBN
1734,get buffers flag,VB NNS NN,NN NNS VBP,VB NNS NN,VB NNS NN,VB NNS VB,VB NNS NN,VB NNS NN
1735,set buffers flag,VB NNS NN,NN NNS VBP,VBN NNS NN,VBN NNS NN,VBN NNS VBP,NN NNS VBP,VB NNS NN
1736,get buf beg,VB NN NN,VB JJ NN,VBP NN VBP,VB NN VB,VB NNP NN,VB JJ NN,VB NN VB
1737,set buf beg,VB NN NN,VBN NN NN,NN NN VBP,VB NN VB,VBN NNP NN,VBN NN NN,VB NN NN
1738,get buf end,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB NNP NN,VB JJ NN,VB NN NN
1739,set buf end,VB NN NN,NN NNS VBP,VBN NN NN,VBN NN NN,VBN NNP NN,VBN NN NN,VB NN NN
1740,set demo border,VB NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VB NN NN
1741,create menu bar,VB NN NN,NN NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1742,create run window,VB NN NN,NN NN NN,VB VBN NN,VB VBN NN,VB VBN NN,VB VBN NN,VB NN NN
1743,window closed,NN VBN,NN VBD,NN VBD,NN JJ,NN VBD,NN VBN,NN VBN
1744,start run window,VB VB NN,NN VB NN,VB VBN NN,VB VB NN,VB VBN NN,VB VBN NN,VB NN NN
1745,get plugin group id,VB NN NN NN,VB JJ NN NN,VB JJ NN NN,VB NN NN NN,VB JJ NN <UNK>,VB NN NN IN,VB NN NN NN
1746,get plugin artifact id,VB NN NN NN,VB JJ NN NN,VB JJ NN NN,VB NN NN NN,VB JJ NN <UNK>,VB NN NN NN,VB NN NN NN
1747,get plugin version,VB NN NN,VB JJ NN,VB VBG NN,VB NN NN,VB JJ NN,VB NN NN,VB NN NN
1748,get goal,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1749,get project,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1750,load plugin,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1751,execute mojo,VB NNP,NN NN,VB NN,VB NN,VB JJ,VB NN,VB NN
1752,get plugin realm,VB NN NN,VB JJ NN,VB JJ NN,VB NN NN,VB JJ NN,VB NN NN,VB NN NN
1753,get mojo descriptor,VB NNP NN,VB JJ NN,VB JJ NN,VB NN NN,VB JJ NN,VB NN NN,VB NN NN
1754,get realm,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1755,get artifacts,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1756,create key,VB NN,NN NN,VB JJ,VB NN,VB JJ,VB NN,VB NN
1757,hash,NN,NN,NN,.,NN,NNP,NN
1758,to message,TO NN,TO VB,IN NN,TO NN,TO VB,TO VB,TO NN
1759,get plugin,VB NN,VB NN,VB NN,VB NN,VB VBN,VB NN,VB NN
1760,eq,VB,NN,NNP,NN,NNP,UH,NN
1761,plugin hash code,NN NN NN,NN NN NN,VBG NN NN,JJ NN NN,NNP NN NN,NNP NN NN,NN NN NN
1762,plugin equals,NN VBZ,NN NNS,NN VBZ,NN NNS,NNP VBZ,NN VBZ,NN VBZ
1763,dependencies equals,NNS VBZ,NNS NNS,NNS VBZ,NNS NNS,NNS VBZ,NNS VBZ,NNS VBZ
1764,exclusions equals,NNS VBZ,NNS NNS,NNS VBZ,NNS NNS,NNS VBZ,NNS VBZ,NNS VBZ
1765,get plugin descriptor for prefix,VB NN NN IN NN,VB JJ NN IN NN,VB JJ NN IN NN,VB NN NN IN NN,VB JJ NN IN NN,VB NN NN IN NN,VB NN NN IN NN
1766,get plugin definition for prefix,VB NN NN IN NN,VB JJ NN IN NN,VB JJ NN IN NN,VB JJ NN IN NN,VB JJ NN IN NN,VB NN NN IN NN,VB NN NN IN NN
1767,verify plugin,VB NN,NN NN,VB NN,RB VBG,VB NN,VB NN,VB NN
1768,get plugin component,VB NN NN,VB JJ NN,VB JJ NN,VB NN NN,VB JJ NN,VB NN NN,VB NN NN
1769,get plugin components,VB NN NNS,VB JJ NNS,VB JJ NNS,VB NN NNS,VB JJ NNS,VB NN NNS,VB NN NNS
1770,load plugin descriptor,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN VBP NN,NN NN NN,VB NN NN
1771,load plugin fully,VB NN RB,NN NN RB,NN NN RB,NN NN RB,NN VBD RB,NN NN RB,NN NN RB
1772,get prefix,VB NN,VB NN,VB NN,VB NN,VB VB,VB NN,VB NN
1773,set prefix,VB NN,VBN NN,VBN NN,VBN NN,VBN NN,VB NN,VB NN
1774,get plugin groups,VB NN NNS,VB NN NNS,VB JJ NNS,VB NN NNS,VB JJ NNS,VB NN NNS,VB NN NNS
1775,set plugin groups,VB NN NNS,VBN NN NNS,VBN NN NNS,VBN NN NNS,VBD JJ NNS,VBN NN NNS,VB NN NNS
1776,get pom,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1777,set pom,VB NN,VBN NN,VBN NN,VBN NN,VBN NN,VBN NN,VB NN
1778,get repositories,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1779,set repositories,VB NNS,NN NNS,VBN NNS,VBN NNS,VBN NNS,NN NNS,VB NNS
1780,get repository session,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1781,set repository session,VB NN NN,VBN NN NN,NN NN NN,VBN NN NN,VB NN NN,VBN NN NN,VB NN NN
1782,get group id,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN <UNK>,VB NN IN,VB NN NN
1783,get artifact id,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB JJ <UNK>,VB NN NN,VB NN NN
1784,get repository,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1785,resolve from project,VB IN NN,NN IN NN,NN IN NN,NN IN NN,VB IN NN,VB IN NN,VB IN NN
1786,resolve from repository,VB IN NN,NN IN NN,NN IN NN,NN IN NN,VB IN NN,VB IN NN,VB IN NN
1787,process results,VB NNS,NN NNS,NN VBZ,NN NNS,NN NNS,NN NNS,NN NNS
1788,invalid metadata,JJ NN,JJ NN,JJ NN,JJ NNS,NNP NNP,JJ NN,JJ NN
1789,set group id,VB NN NN,VBN NN NN,VBN NN NN,VBN NN NN,NNP NN <UNK>,NN NN NN,VB NN NN
1790,set artifact id,VB NN NN,VBN JJ NN,VBN NN NN,VBN NN NN,VBN NNP <UNK>,NN NN NN,VB NN NN
1791,set repository,VB NN,VBN NN,VBN NN,VBN NN,VBN NN,VBN NN,VB NN
1792,create message,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1793,get exception,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1794,is type compatible,VBZ NN JJ,VBZ JJ JJ,VBZ NN JJ,VBZ NN JJ,VBZ NN JJ,VBZ NN JJ,VBZ NN JJ
1795,strip tokens,VB NNS,NN NNS,NN NNS,NN NNS,NNP VBZ,NN NNS,NN NNS
1796,align to base directory,VB TO NN NN,NN TO VB NN,VB TO VB NN,JJ TO NN NN,JJ IN VB NN,VB IN NN NN,VB IN NN NN
1797,get plugin descriptor,VB NN NN,VB JJ NN,VB JJ NN,VB NN NN,VB JJ NN,VB NN NN,VB NN NN
1798,check required maven version,VB JJ NN NN,NN VBD JJ NN,NN VBN NN NN,NN VBD JJ NN,VB VBN NNP NN,VB VBN NN NN,VB VBN NN NN
1799,setup plugin realm,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN VBP NN,NN NN NN,NN NN NN
1800,setup extensions realm,VB NNS NN,NN NNS VBP,NN NNS NN,NN NNS NN,NN NNS NN,NN NNS NN,NN NNS NN
1801,get configured mojo,VB JJ NNP,VB VBN NN,VB VBN NN,VB JJ NN,VB VBN JJ,VB VBN NN,VB VBN NN
1802,release mojo,VB NNP,NN NN,NN NN,NN NN,NN JJ,NN NN,NN NN
1803,before mojo execution,IN NNP NN,IN JJ NN,IN NN NN,IN NN NN,IN JJ NN,IN NN NN,IN NN NN
1804,after mojo execution success,IN NNP NN NN,IN JJ NN NN,IN JJ NN NN,IN NN NN NN,IN JJ NN NN,IN NN NN NN,IN NN NN NN
1805,after execution failure,IN NN NN,IN NN NN,IN NN NN,IN NN NN,IN NN NN,IN NN NN,IN NN NN
1806,set session,VB NN,VBN NN,VBN NN,VBN NN,VBN NN,NN NN,VB NN
1807,get session,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1808,get descriptor,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1809,get parameters,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1810,decompose parameter into user instructions,VB NN IN NN NNS,JJ NN IN JJ NNS,VB NN IN NN NNS,NN NN IN NN NNS,JJ NN IN NN NNS,VB NN IN NN NNS,VB NN IN NN NNS
1811,build diagnostic message,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
1812,execute,VB,NN,VB,VB,VB,VB,VB
1813,get plugin key,VB NN NN,VB NN NN,VB VBG JJ,VB NN NN,VB JJ NN,VB NN NN,VB NN NN
1814,get source,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1815,get execution id,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN <UNK>,VB NN .,VB NN NN
1816,get configuration,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1817,set configuration,VB NN,VBN NN,VBN NN,VBN NN,VB NN,NN NN,VB NN
1818,identify,VB,VB,VB,VB,VB,VB,VB
1819,get lifecycle phase,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1820,set lifecycle phase,VB NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN NN,NN NN NN,VB NN NN
1821,set mojo descriptor,VB NNP NN,VBN NNS NN,VBN NN NN,VBN NN NN,VBD JJ NN,VBN NN NN,VB NN NN
1822,get forked executions,VB JJ NNS,VB JJ NNS,VB VBN NNS,VB JJ NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS
1823,set forked executions,VB JJ NNS,VBN VBD NNS,VBN VBN NNS,VBN VBD NNS,VBN VBN NNS,NN VBN NNS,VB VBN NNS
1824,get mojo execution,VB NNP NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB NN NN,VB NN NN
1825,construct message,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1826,notify field change using setter,VB NN NN VBG NN,JJ NN NN VBG NN,VB NN NN VBG NN,VBP NN NN VBG NN,VB NN NN VBG NN,VB NN NN VBG NN,VB NN NN VBG NN
1827,notify field change using reflection,VB NN NN VBG NN,JJ NN NN VBG NN,VB NN NN VBG NN,VBP NN NN VBG NN,VB NN NN VBG NN,VB NN NN VBG NN,VB NN NN VBG NN
1828,to artifact,TO NN,TO VB,IN NN,TO NN,TO VB,IN NN,TO NN
1829,resolve core extension,VB JJ NN,VB NN NN,NN NN NN,NN NN NN,VB NN NN,VB NN NN,VB NN NN
1830,resolve internal,VB NN,VB JJ,VB JJ,NN JJ,VB JJ,VB JJ,VB JJ
1831,visit enter,VB NN,NN NN,NN VBP,NN VBP,NN VB,NN VB,VB NN
1832,visit leave,VB NN,NNS VBP,NN NN,NN VB,NN VB,VB NN,VB NN
1833,remove banned dependencies,VB JJ NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS
1834,start process children,VB NN NNS,NN NN NNS,VB NN NNS,VB NN NNS,VB NN NNS,VB NN NNS,VB NN NNS
1835,is legacy core artifact,VBZ JJ JJ NN,VBZ NN NN NN,VBZ NN NN NN,VBZ JJ NN NN,VBZ JJ NN NN,VBZ NN NN NN,VBZ NN NN NN
1836,end process children,VB NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS
1837,include artifact,VB NN,NN NN,VBP NN,VBP NN,VBP NN,VB NN,VB NN
1838,is wagon provider,VBZ NN NN,VBZ JJ NN,VBZ NN NN,VBZ NN NN,VBZ NNP NN,VBZ NN NN,VBZ NN NN
1839,manage artifact,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1840,omit for cycle,VB IN NN,NN IN NN,VB IN NN,VB IN NN,VB IN NN,VB IN NN,VB IN NN
1841,omit for nearer,VB IN JJ,NN IN NN,VB IN JJ,VB IN IN,VB IN FW,VB IN JJR,VB IN RBR
1842,restrict range,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1843,select version from range,VB NN IN NN,JJ NN IN NN,VB NN IN NN,JJ NN IN NN,JJ NN IN NN,NN NN IN NN,VB NN IN NN
1844,test artifact,VB NN,NN NN,NN NN,NN NN,NN NNP,NN NN,NN NN
1845,update scope,VB NN,JJ NN,NN NN,NN NN,VB NN,NN NN,NN NN
1846,update scope current pom,VB NN JJ NN,JJ NN JJ NN,NN NN JJ NN,NN NN JJ NN,VB NNP JJ NN,NN NN JJ NN,NN NN JJ NN
1847,get missing parameters,VB JJ NNS,VB VBG NNS,VB JJ NNS,VB VBG NNS,VB JJ NNS,VB VBG NNS,VB JJ NNS
1848,notify,VB,NN,VB,VBP,VB,NN,VB
1849,warn deprecated,NN VBN,NN VBD,VB VBN,VB VBN,VB VBN,NN VBD,VB VBN
1850,evaluate value,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1851,validate,VB,NN,VB,NN,VB,VB,VB
1852,extract plugin descriptor,VB NN NN,JJ NN NN,NN NN NN,VB NN NN,VB VB NN,JJ NN NN,VB NN NN
1853,get plugin descriptor location,VB NN NN NN,VB JJ NN NN,VB JJ NN NN,VB VB NN NN,VB JJ NN NN,VB NN NN NN,VB NN NN NN
1854,parse plugin descriptor,VB NN NN,NN NN NN,VB NN NN,JJ NN NN,NN VB NN,NN NN NN,VB NN NN
1855,create plugin realm,VB NN NN,NN NN NN,VB NN NN,VB NN NN,VB JJ NN,VB NN NN,VB NN NN
1856,discover plugin components,VB NN NNS,RB NN NNS,VB NN NNS,VB NN NNS,VB JJ NNS,VB NN NNS,VB NN NNS
